TalentKey,ActorID,FirstName,LastName,nationality,gender,birth_year,death_year,is_active,known_for_dept,popularity_score,awards_count,active_since_year
8741,4007020,Jennifer,Jackson,US,female,1944,,0,Acting,20.99,0,1966
8742,4007021,Nora,Carvalho,PT,female,2000,,1,Acting,0.77,0,2021
8743,4007022,Ha-eun,Lim,KR,female,1993,,1,Acting,2.01,0,2019
8744,4007023,Jose,Ruiz,ES,male,1996,,1,Acting,3.42,0,2022
8745,4007024,Parker,Souza,RU,male,1980,,1,Acting,9.24,0,2005
8746,4007025,Jennifer,Davis,US,female,1989,,1,Acting,4.76,0,2014
8747,4007026,Aaron,Jackson,US,male,1957,,1,Acting,4.39,0,1983
8748,4007027,Aaron,Smith,US,male,1954,,1,Acting,1.2,0,1979
8749,4007028,Rebecca,Williams,US,female,1991,,1,Acting,1.17,0,2013
8750,4007029,Emily,Lee,US,female,1997,,1,Acting,4.44,1,2021
8751,4007030,Robert,Garcia,US,male,1956,2012.0,0,Acting,0.97,2,1980
8752,4007031,Brandon,Lopez,US,male,1960,,1,Acting,2.06,0,1980
8753,4007032,Francisco,Martínez,ES,male,1977,,1,Acting,5.21,0,1993
8754,4007033,Sho,Watanabe,JP,male,1959,,1,Acting,1.37,0,1986
8755,4007034,Luca,Bianchi,IT,male,1988,,1,Acting,14.08,0,2019
8756,4007035,Robert,Garcia,US,male,1986,,1,Acting,9.99,0,2002
8757,4007036,Michael,Jackson,US,male,1989,,1,Acting,0.81,0,2006
8758,4007037,Susan,Johnson,US,female,1987,,1,Acting,1.43,0,2017
8759,4007038,Stephanie,Smith,US,female,1989,,1,Acting,0.5,0,2018
8760,4007039,Eric,Taylor,US,male,1982,,1,Acting,1.64,0,2006
8761,4007040,Oliver,Lewis,GB,male,1910,,0,Acting,6.62,0,1941
8762,4007041,Eric,Wilson,US,male,2002,,1,Acting,2.29,0,2018
8763,4007042,Philippe,Michel,FR,male,1971,,1,Acting,5.03,0,1993
8764,4007043,Jessica,Moore,US,female,2001,,1,Acting,0.84,0,2022
8765,4007044,Joshua,Williams,US,male,1971,,1,Acting,6.81,0,1997
8766,4007045,Sandra,Lee,US,female,1956,,1,Acting,2.01,0,1977
8767,4007046,Aaron,Thomas,US,male,1931,,0,Acting,3.36,0,1957
8768,4007047,Christopher,Johnson,US,male,1939,,0,Acting,3.05,0,1963
8769,4007048,Ryota,Matsumoto,JP,male,1973,,1,Acting,1.06,0,2003
8770,4007049,Rebecca,Brown,US,female,1965,,1,Acting,1.18,0,1983
8771,4007050,Sofia,Santos,DE,female,1978,,1,Acting,7.93,0,1999
8772,4007051,William,Rodriguez,US,male,1992,,1,Acting,4.75,0,2018
8773,4007052,David,Lopez,US,male,1960,,1,Acting,8.54,0,1987
8774,4007053,Barbara,Johnson,US,female,1984,,1,Acting,4.45,0,2016
8775,4007054,George,Jones,GB,male,1968,,1,Acting,3.78,0,1999
8776,4007055,Nancy,Garcia,US,female,1984,,1,Acting,0.7,0,2003
8777,4007056,Sho,Nakamura,JP,male,1973,,1,Acting,2.6,0,2000
8778,4007057,Robert,Wilson,US,male,1962,,1,Acting,3.24,0,1991
8779,4007058,Layla,Carvalho,AT,female,1972,,1,Acting,19.26,0,1992
8780,4007059,David,Pérez,ES,male,1942,,0,Acting,6.16,1,1973
8781,4007060,Brian,Thomas,US,male,1956,,1,Acting,13.23,0,1980
8782,4007061,Christophe,Moreau,FR,male,1963,,1,Acting,5.68,0,1997
8783,4007062,Jessica,Smith,US,female,1961,,1,Acting,1.75,0,1990
8784,4007063,Robert,Lee,US,male,1973,,1,Acting,3.69,0,2001
8785,4007064,Andrew,Smith,US,male,1975,,1,Acting,4.11,0,1995
8786,4007065,Brandon,Rodriguez,US,male,1979,,1,Acting,1.43,0,2002
8787,4007066,Martina,Mancini,IT,female,1979,,1,Acting,2.35,0,2000
8788,4007067,Davide,Marino,IT,male,1966,,1,Acting,2.76,0,1987
8789,4007068,Sofia,Santos,AT,female,1974,,1,Acting,14.08,0,2003
8790,4007069,Blake,Souza,AR,male,1965,,1,Acting,0.51,0,1994
8791,4007070,Nora,Silva,CA,female,1963,,1,Acting,9.83,0,1990
8792,4007071,Eric,Garcia,US,male,1987,,1,Acting,1.43,0,2009
8793,4007072,Sarah,Jones,US,female,1983,,1,Acting,0.97,0,2009
8794,4007073,Michael,Jackson,US,male,1996,,1,Acting,9.6,0,2017
8795,4007074,Hyun-soo,Lee,KR,male,1948,2004.0,0,Acting,6.42,0,1972
8796,4007075,Mary,Anderson,US,female,1997,,1,Acting,10.27,0,2021
8797,4007076,Robert,Lee,US,male,1989,,1,Acting,6.83,0,2005
8798,4007077,David,González,ES,male,1935,2015.0,0,Acting,21.2,0,1965
8799,4007078,Mizuki,Kobayashi,JP,female,1992,,1,Acting,5.49,0,2011
8800,4007079,Yuki,Yamada,JP,female,1973,,1,Acting,2.88,0,1998
8801,4007080,Ashley,Martin,US,female,1976,,1,Acting,4.52,0,1998
8802,4007081,Jessica,Williams,US,female,1968,,1,Acting,10.17,0,1984
8803,4007082,Davide,Gallo,IT,male,1989,,1,Acting,1.65,0,2010
8804,4007083,Nancy,Jackson,US,female,1987,,1,Acting,1.85,0,2013
8805,4007084,Adam,Johnson,US,male,2000,,1,Acting,2.51,0,2016
8806,4007085,Chloe,Souza,AR,female,1986,,1,Acting,0.5,0,2006
8807,4007086,Ji-won,Cho,KR,female,1994,,1,Acting,3.76,0,2020
8808,4007087,Satoshi,Yoshida,JP,male,1965,,1,Acting,0.61,0,1990
8809,4007088,Adam,Jones,US,male,1988,,1,Acting,3.48,0,2017
8810,4007089,Nancy,Hernandez,US,female,1956,,1,Acting,7.23,0,1977
8811,4007090,Patricia,Jones,US,female,1990,,1,Acting,2.16,0,2018
8812,4007091,Christopher,Lopez,US,male,1998,,1,Acting,15.02,0,2022
8813,4007092,Amanda,Garcia,US,female,1976,,1,Acting,0.89,0,1992
8814,4007093,Yoo-jin,Park,KR,female,1943,,0,Acting,9.7,0,1965
8815,4007094,Aaron,Rodriguez,US,male,1990,,1,Acting,6.1,0,2008
8816,4007095,Isabel,Pérez,ES,female,2001,,1,Acting,0.71,0,2017
8817,4007096,Alfie,Williams,GB,male,1983,,1,Acting,38.08,0,2003
8818,4007097,Taro,Sasaki,JP,male,1981,,1,Acting,3.14,0,1997
8819,4007098,William,Rodriguez,US,male,1939,,0,Acting,1.51,0,1969
8820,4007099,Isabel,Hernández,ES,female,1982,,1,Acting,0.94,0,2008
8821,4007100,Laura,González,ES,female,1977,,1,Acting,2.72,0,2004
8822,4007101,Blake,Silva,AT,male,1983,,1,Acting,2.96,0,2003
8823,4007102,Dorothy,Lopez,US,female,1943,,0,Acting,3.64,0,1973
8824,4007103,Alice,Wilson,GB,female,1976,,1,Acting,2.54,0,1992
8825,4007104,Sarah,Hernandez,US,female,1989,,1,Acting,5.87,0,2021
8826,4007105,Daniel,Smith,US,male,1993,,1,Acting,2.34,0,2021
8827,4007106,Manuel,Rodríguez,ES,male,1973,,1,Acting,0.58,0,1993
8828,4007107,Sofia,Costa,MX,female,1960,,1,Acting,2.9,0,1982
8829,4007108,Jessica,Rodriguez,US,female,1999,,1,Acting,0.5,0,2020
8830,4007109,Brian,Miller,US,male,1971,,1,Acting,4.56,0,1998
8831,4007110,Mia,Silva,PT,female,1962,2016.0,0,Acting,1.38,0,1987
8832,4007111,Betty,Lopez,US,female,1990,,1,Acting,3.85,0,2011
8833,4007112,Jessica,Rodriguez,US,female,1986,,1,Acting,10.83,0,2017
8834,4007113,Ji-ho,Lee,KR,male,1984,,1,Acting,1.41,0,2004
8835,4007114,Nancy,Martin,US,female,1967,,1,Acting,8.63,0,1994
8836,4007115,Robert,Jackson,US,male,1988,,1,Acting,2.25,0,2004
8837,4007116,Ryota,Yamada,JP,male,1991,,1,Acting,16.08,0,2016
8838,4007117,Stefano,Russo,IT,male,1984,,1,Acting,2.39,0,2016
8839,4007118,Samuel,Brown,US,male,1957,,1,Acting,1.56,0,1976
8840,4007119,Stephanie,Garcia,US,female,1999,,1,Acting,6.16,0,2021
8841,4007120,Susan,Martin,US,female,1989,,1,Acting,2.24,0,2008
8842,4007121,Isla,Taylor,GB,female,1971,,1,Acting,1.56,0,1993
8843,4007122,Aria,Alves,CA,female,1984,,1,Acting,2.16,0,2007
8844,4007123,Rebecca,Brown,US,female,1968,,1,Acting,3.19,0,1990
8845,4007124,Eric,Hernandez,US,male,1989,,1,Acting,11.11,0,2014
8846,4007125,Emma,Carvalho,AR,female,1948,,0,Acting,0.58,0,1984
8847,4007126,Marco,Romano,IT,male,1991,,1,Acting,3.39,0,2021
8848,4007127,Chloe,Silva,BR,female,1998,,1,Acting,5.83,0,2020
8849,4007128,Morgan,Ferreira,CN,male,1977,,1,Acting,3.95,0,1994
8850,4007129,Blake,Carvalho,DE,male,1981,,1,Acting,10.79,0,2006
8851,4007130,Noah,Brown,GB,male,1989,,1,Acting,3.11,0,2011
8852,4007131,Sandra,Smith,US,female,1978,,1,Acting,2.81,0,1999
8853,4007132,Emma,Santos,CA,female,1982,,1,Acting,5.66,0,1999
8854,4007133,Sarah,Thomas,US,female,1996,,1,Acting,3.63,0,2016
8855,4007134,Jordan,Carvalho,RU,male,1998,,1,Acting,2.34,1,2015
8856,4007135,Lucie,Martin,FR,female,1967,,1,Acting,5.28,0,1994
8857,4007136,Emma,Oliveira,AU,female,1969,,1,Acting,1.85,0,2001
8858,4007137,Morgan,Oliveira,CA,male,1923,,1,Acting,1.92,0,1943
8859,4007138,Patricia,Garcia,US,female,2006,,1,Acting,2.06,0,2022
8860,4007139,Parker,Alves,BR,male,1990,,1,Acting,11.22,0,2008
8861,4007140,Alessandro,Russo,IT,male,1999,,1,Acting,0.5,0,2015
8862,4007141,Jennifer,Rodriguez,US,female,1990,,1,Acting,4.74,0,2019
8863,4007142,Min-ji,Kang,KR,female,1948,,0,Acting,3.42,0,1967
8864,4007143,Nora,Ferreira,AR,female,1957,,1,Acting,0.73,0,1980
8865,4007144,Giulia,Bianchi,IT,female,1993,,1,Acting,4.39,0,2017
8866,4007145,Penelope,Santos,MX,female,1979,,1,Acting,5.09,0,2003
8867,4007146,Susan,Davis,US,female,1988,,1,Acting,5.64,0,2018
8868,4007147,Jennifer,Lopez,US,female,1986,,1,Acting,0.5,0,2002
8869,4007148,Ye-jin,Lim,KR,female,1969,,1,Acting,11.36,0,1995
8870,4007149,Freya,Evans,GB,female,1958,,1,Acting,1.71,0,1987
8871,4007150,Adam,Davis,US,male,1927,,0,Acting,6.16,0,1955
8872,4007151,Quinn,Lima,AT,male,1975,,1,Acting,6.47,0,1997
8873,4007152,Linda,Johnson,US,female,1961,,1,Acting,1.51,0,1993
8874,4007153,Drew,Santos,BE,male,1994,,1,Acting,6.02,0,2013
8875,4007154,Thomas,Hernandez,US,male,1994,,1,Acting,2.35,0,2023
8876,4007155,Louis,Leroy,FR,male,1976,,1,Acting,0.51,0,1998
8877,4007156,Haruka,Yamada,JP,female,1996,,1,Acting,9.5,0,2023
8878,4007157,Logan,Souza,BE,male,1961,,1,Acting,1.65,0,1984
8879,4007158,Sofia,Lima,AR,female,1969,,1,Acting,1.54,0,1991
8880,4007159,Robert,Johnson,US,male,1956,,1,Acting,2.31,0,1974
8881,4007160,Louis,Petit,FR,male,1972,,1,Acting,4.24,0,1994
8882,4007161,Freddie,Smith,GB,male,1994,,1,Acting,3.15,0,2017
8883,4007162,Chloe,Alves,AR,female,1977,,1,Acting,5.44,0,1998
8884,4007163,Chiara,Bruno,IT,female,1966,,1,Acting,0.99,0,1986
8885,4007164,Aria,Oliveira,PT,female,1955,,1,Acting,1.7,0,1984
8886,4007165,Rebecca,Hernandez,US,female,1947,,1,Acting,2.99,0,1967
8887,4007166,Lisa,Thomas,US,female,1993,,1,Acting,18.32,0,2022
8888,4007167,Nora,Oliveira,MX,female,1989,,1,Acting,3.0,0,2012
8889,4007168,Sophie,Dubois,FR,female,1962,,1,Acting,8.82,0,1985
8890,4007169,Sandra,Thomas,US,female,1988,,1,Acting,3.44,0,2010
8891,4007170,Blake,Oliveira,DE,male,1986,,1,Acting,2.15,0,2012
8892,4007171,Manon,Lefebvre,FR,female,1984,,1,Acting,2.66,0,2002
8893,4007172,Rebecca,Anderson,US,female,1961,,1,Acting,2.85,0,1992
8894,4007173,Emily,Rodriguez,US,female,1983,,1,Acting,5.72,0,2019
8895,4007174,David,Johnson,US,male,1995,,1,Acting,11.44,0,2018
8896,4007175,Claire,Martin,FR,female,1960,,1,Acting,4.59,0,1990
8897,4007176,Andrew,Martin,US,male,1995,,1,Acting,9.66,0,2012
8898,4007177,Mia,Souza,RU,female,1980,,1,Acting,1.39,0,2005
8899,4007178,Soo-jin,Choi,KR,female,1998,,1,Acting,2.29,0,2023
8900,4007179,Jennifer,Miller,US,female,1993,,1,Acting,1.73,0,2019
8901,4007180,Penelope,Silva,RU,female,1977,,1,Acting,4.41,0,1999
8902,4007181,Penelope,Costa,MX,female,1975,,1,Acting,2.4,0,1996
8903,4007182,Pierre,Robert,FR,male,1943,,0,Acting,6.4,0,1965
8904,4007183,Riley,Ferreira,RU,male,1997,,1,Acting,1.44,0,2016
8905,4007184,Stefano,Greco,IT,male,1981,,1,Acting,3.45,0,2007
8906,4007185,Eric,Jones,US,male,1974,,1,Acting,6.16,0,2006
8907,4007186,Stephanie,Miller,US,female,1993,,1,Acting,0.52,0,2018
8908,4007187,Daniel,Brown,US,male,1995,,1,Acting,22.41,0,2019
8909,4007188,Tyler,Williams,US,male,1995,,1,Acting,2.57,0,2016
8910,4007189,Akira,Watanabe,JP,male,1993,,1,Acting,0.54,0,2021
8911,4007190,Woo-jin,Kang,KR,male,1971,,1,Acting,3.83,0,1991
8912,4007191,Aria,Souza,AR,female,1995,,1,Acting,3.42,0,2016
8913,4007192,Morgan,Santos,MX,male,1987,,1,Acting,3.08,0,2003
8914,4007193,Thomas,Taylor,US,male,2005,,1,Acting,8.1,0,2023
8915,4007194,William,Williams,US,male,1947,,1,Acting,6.51,0,1963
8916,4007195,Emily,Thomas,US,female,1984,,1,Acting,4.34,0,2017
8917,4007196,William,Evans,GB,male,1973,,1,Acting,4.98,0,1997
8918,4007197,Nancy,Lopez,US,female,1968,,1,Acting,3.02,0,1995
8919,4007198,Richard,Rodriguez,US,male,2007,,1,Acting,16.41,0,2023
8920,4007199,Young-jae,Kang,KR,male,1993,,1,Acting,0.88,0,2014
8921,4007200,Drew,Costa,AR,male,1954,,0,Acting,3.76,0,1970
8922,4007201,Ella,Brown,GB,female,1956,,1,Acting,3.52,0,1980
8923,4007202,Richard,Davis,US,male,1951,,0,Acting,6.9,0,1981
8924,4007203,Noah,Johnson,GB,male,1980,,1,Acting,1.55,0,2005
8925,4007204,Alfie,Smith,GB,male,1943,2001.0,0,Acting,0.69,0,1974
8926,4007205,Ji-yeon,Cho,KR,female,1968,,1,Acting,3.82,0,1991
8927,4007206,Sophie,Laurent,FR,female,1983,,1,Acting,4.28,0,2014
8928,4007207,Sandra,Garcia,US,female,1953,,0,Acting,12.69,0,1976
8929,4007208,Kenta,Ito,JP,male,2000,,1,Acting,1.06,0,2017
8930,4007209,Yoo-jin,Kim,KR,female,1953,2021.0,0,Acting,9.39,0,1984
8931,4007210,Layla,Pereira,BE,female,1970,,1,Acting,27.96,0,1990
8932,4007211,Thomas,Lopez,US,male,1983,,1,Acting,2.36,0,2003
8933,4007212,Ashley,Brown,US,female,1960,,1,Acting,1.04,0,1988
8934,4007213,Na-eun,Jang,KR,female,1971,,1,Acting,2.3,0,2001
8935,4007214,Lily,Oliveira,DE,female,2004,,1,Acting,3.36,0,2023
8936,4007215,Haruka,Yoshida,JP,female,1940,,0,Acting,5.51,0,1969
8937,4007216,Nancy,Martinez,US,female,1962,,1,Acting,1.95,0,1995
8938,4007217,Hiroshi,Ito,JP,male,1957,,1,Acting,13.46,0,1975
8939,4007218,Brandon,Wilson,US,male,1986,,1,Acting,1.22,0,2005
8940,4007219,Karen,Taylor,US,female,1988,,1,Acting,0.69,0,2016
8941,4007220,Riko,Kobayashi,JP,female,1984,,1,Acting,8.99,0,2005
8942,4007221,Michael,Martinez,US,male,1964,,1,Acting,0.5,0,1990
8943,4007222,Quinn,Lima,MX,male,1952,,0,Acting,2.76,0,1975
8944,4007223,Alex,Ferreira,RU,male,1997,,1,Acting,54.92,0,2017
8945,4007224,Ava,Lewis,GB,female,1950,,0,Acting,3.28,0,1967
8946,4007225,Sofia,Silva,AR,female,1947,,1,Acting,1.21,0,1971
8947,4007226,Rebecca,Lee,US,female,1943,,0,Acting,3.15,0,1971
8948,4007227,Lisa,Garcia,US,female,1976,,1,Acting,3.17,0,2004
8949,4007228,Brandon,Miller,US,male,1992,,1,Acting,3.84,0,2023
8950,4007229,Layla,Carvalho,BE,female,1973,,1,Acting,6.03,0,1991
8951,4007230,Patricia,Anderson,US,female,1994,,1,Acting,1.3,0,2021
8952,4007231,Joshua,Lopez,US,male,1989,,1,Acting,15.16,0,2011
8953,4007232,Betty,Anderson,US,female,1995,,1,Acting,4.14,0,2011
8954,4007233,Sandra,Jackson,US,female,2004,,1,Acting,6.39,0,2022
8955,4007234,Adam,Davis,US,male,1966,,1,Acting,1.89,0,1993
8956,4007235,Ha-eun,Cho,KR,female,1979,,1,Acting,10.57,0,2005
8957,4007236,Lisa,Brown,US,female,1985,,1,Acting,2.63,0,2011
8958,4007237,Francesco,Esposito,IT,male,1982,,1,Acting,4.26,0,2006
8959,4007238,Morgan,Pereira,MX,male,1968,,1,Acting,1.43,0,1985
8960,4007239,Kazuki,Tanaka,JP,male,1967,,1,Acting,1.35,0,1999
8961,4007240,Amelia,Roberts,GB,female,1953,,1,Acting,6.17,0,1972
8962,4007241,Nancy,Jackson,US,female,1998,,1,Acting,2.23,0,2021
8963,4007242,Grace,Taylor,GB,female,1991,,1,Acting,1.54,0,2009
8964,4007243,Freya,Brown,GB,female,1960,,1,Acting,1.86,0,1976
8965,4007244,Joshua,Garcia,US,male,1977,,1,Acting,6.23,0,2000
8966,4007245,Freya,Brown,GB,female,1975,,1,Acting,1.88,0,1992
8967,4007246,Nicolas,Michel,FR,male,1980,,1,Acting,2.99,0,2001
8968,4007247,Karen,Jones,US,female,1953,,1,Acting,3.37,0,1981
8969,4007248,Michael,Taylor,US,male,1962,,1,Acting,0.59,0,1991
8970,4007249,Logan,Carvalho,RU,male,1993,,1,Acting,0.88,0,2018
8971,4007250,Ai,Yamada,JP,female,1931,,0,Acting,4.49,1,1958
8972,4007251,Yuki,Nakamura,JP,female,1988,,1,Acting,1.71,0,2012
8973,4007252,Pierre,Petit,FR,male,1965,,1,Acting,8.59,0,1986
8974,4007253,Emily,Thomas,US,female,1975,,1,Acting,7.93,0,1999
8975,4007254,Susan,Lee,US,female,1983,,1,Acting,6.34,0,2001
8976,4007255,Daniel,Smith,US,male,1988,,1,Acting,17.08,0,2015
8977,4007256,William,Taylor,US,male,1962,,1,Acting,3.08,0,1983
8978,4007257,Amanda,Garcia,US,female,1985,,1,Acting,5.95,0,2014
8979,4007258,Aria,Oliveira,AR,female,1944,,0,Acting,1.96,0,1973
8980,4007259,Michael,Jackson,US,male,1981,,1,Acting,30.18,0,2002
8981,4007260,Riley,Carvalho,AR,male,1925,,0,Acting,19.79,0,1946
8982,4007261,Grace,Johnson,GB,female,1995,,1,Acting,3.36,0,2021
8983,4007262,Aaron,Hernandez,US,male,1957,,1,Acting,4.7,0,1981
8984,4007263,William,Moore,US,male,1999,,1,Acting,11.28,0,2017
8985,4007264,Stephanie,Smith,US,female,1995,,1,Acting,2.91,0,2013
8986,4007265,Penelope,Souza,DE,female,1974,,1,Acting,1.84,0,1996
8987,4007266,Emily,Garcia,US,female,1983,,1,Acting,7.29,0,2003
8988,4007267,Jacob,Robinson,GB,male,1969,,1,Acting,3.56,0,1998
8989,4007268,Emma,Rossi,IT,female,1964,,1,Acting,3.91,0,1987
8990,4007269,Logan,Ferreira,RU,male,1996,,1,Acting,1.57,0,2020
8991,4007270,Tyler,Lopez,US,male,1957,,1,Acting,0.71,0,1983
8992,4007271,Richard,Jones,US,male,1988,,1,Acting,4.11,0,2015
8993,4007272,Dong-hyun,Kang,KR,male,1971,,1,Acting,7.5,0,1991
8994,4007273,Patricia,Davis,US,female,1944,,0,Acting,2.71,0,1966
8995,4007274,Jennifer,Jones,US,female,1994,,1,Acting,12.09,0,2016
8996,4007275,Barbara,Martinez,US,female,1994,,1,Acting,1.76,0,2019
8997,4007276,Woo-jin,Kang,KR,male,1968,,1,Acting,1.29,0,1989
8998,4007277,Brandon,Moore,US,male,1988,,1,Acting,3.13,0,2015
8999,4007278,Andrew,Brown,US,male,1966,,1,Acting,3.08,0,1997
9000,4007279,Emily,Anderson,US,female,1952,,0,Acting,6.64,0,1981
9001,4007280,Betty,Thomas,US,female,1964,,1,Acting,1.65,0,1995
9002,4007281,David,Wilson,US,male,1963,,1,Acting,11.37,0,1979
9003,4007282,Rebecca,Smith,US,female,1998,,1,Acting,19.5,0,2017
9004,4007283,Saki,Matsumoto,JP,female,1954,,0,Acting,3.21,0,1984
9005,4007284,Lucie,Durand,FR,female,1983,,1,Acting,10.22,0,2006
9006,4007285,Emma,Silva,BE,female,1998,,1,Acting,1.28,0,2023
9007,4007286,Lisa,Hernandez,US,female,1930,,0,Acting,8.74,0,1950
9008,4007287,Nicolas,Moreau,FR,male,1978,,1,Acting,8.52,0,1996
9009,4007288,Amanda,Miller,US,female,1940,,0,Acting,7.22,0,1973
9010,4007289,Rebecca,Miller,US,female,1974,,1,Acting,3.27,0,1990
9011,4007290,Adam,Martinez,US,male,1955,2017.0,0,Acting,0.5,2,1977
9012,4007291,Kazuki,Yamaguchi,JP,male,1971,,1,Acting,1.86,0,1993
9013,4007292,Ji-yeon,Jang,KR,female,1979,,1,Acting,1.89,0,2000
9014,4007293,Isla,Smith,GB,female,1987,,1,Acting,1.38,0,2010
9015,4007294,Thomas,Johnson,GB,male,1994,,1,Acting,3.71,0,2018
9016,4007295,Robert,Garcia,US,male,1932,,0,Acting,2.28,0,1959
9017,4007296,Sandra,Davis,US,female,1964,,1,Acting,1.58,0,1990
9018,4007297,Isabel,González,ES,female,1997,,1,Acting,1.28,0,2018
9019,4007298,Sho,Nakamura,JP,male,1981,,1,Acting,1.74,0,1997
9020,4007299,Blake,Costa,MX,male,1980,,1,Acting,9.11,0,2000
9021,4007300,Dorothy,Hernandez,US,female,1979,,1,Acting,1.83,0,2004
9022,4007301,Oscar,Evans,GB,male,1975,,1,Acting,2.09,1,2000
9023,4007302,Claire,Petit,FR,female,1986,,1,Acting,2.2,0,2013
9024,4007303,Jordan,Souza,CA,male,1966,,1,Acting,4.5,0,1989
9025,4007304,Francisco,Hernández,ES,male,2000,,1,Acting,5.01,0,2022
9026,4007305,Melissa,Jackson,US,female,1983,,1,Acting,0.5,0,2003
9027,4007306,Joshua,Moore,US,male,1989,,1,Acting,8.33,1,2023
9028,4007307,Min-jun,Park,KR,male,1966,,1,Acting,12.09,0,1991
9029,4007308,Adam,Garcia,US,male,1967,,1,Acting,1.29,0,1996
9030,4007309,Andrew,Rodriguez,US,male,2002,,1,Acting,1.38,0,2020
9031,4007310,Adam,Hernandez,US,male,1971,,1,Acting,2.21,0,2004
9032,4007311,William,Jones,GB,male,1992,,1,Acting,1.68,0,2016
9033,4007312,Drew,Alves,RU,male,1976,,1,Acting,4.06,0,2010
9034,4007313,James,Williams,US,male,1990,,1,Acting,0.58,0,2015
9035,4007314,Eric,Miller,US,male,1980,,1,Acting,1.21,1,2005
9036,4007315,Penelope,Lima,CA,female,1996,,1,Acting,13.27,0,2018
9037,4007316,Ji-won,Jung,KR,female,1968,,1,Acting,1.44,0,1986
9038,4007317,Logan,Santos,AR,male,1988,,1,Acting,10.17,0,2004
9039,4007318,Richard,Brown,US,male,1989,,1,Acting,4.57,0,2005
9040,4007319,Layla,Costa,AT,female,1975,,1,Acting,0.65,1,2002
9041,4007320,Richard,Smith,US,male,1968,,1,Acting,5.88,0,1992
9042,4007321,Susan,Lopez,US,female,1978,,1,Acting,2.99,0,2001
9043,4007322,Logan,Santos,AT,male,1966,,1,Acting,2.2,0,1985
9044,4007323,Sofia,Alves,CN,female,1974,,1,Acting,4.14,0,1999
9045,4007324,Jennifer,Garcia,US,female,1976,,1,Acting,5.09,0,1997
9046,4007325,Thomas,Jones,US,male,1968,,1,Acting,6.28,0,1988
9047,4007326,Martina,Ricci,IT,female,1974,,1,Acting,9.59,0,1996
9048,4007327,Henry,Evans,GB,male,1992,,1,Acting,4.79,0,2023
9049,4007328,Jennifer,Miller,US,female,1991,,1,Acting,0.96,0,2014
9050,4007329,Riley,Alves,BE,male,1982,,1,Acting,2.17,0,2007
9051,4007330,Woo-jin,Yoon,KR,male,1969,,1,Acting,46.93,0,1993
9052,4007331,Parker,Costa,IN,male,1983,,1,Acting,6.37,0,2006
9053,4007332,Harry,Lewis,GB,male,1992,,1,Acting,28.0,0,2013
9054,4007333,Mary,Garcia,US,female,1977,,1,Acting,11.66,0,1996
9055,4007334,Parker,Pereira,CN,male,1999,,1,Acting,4.13,0,2022
9056,4007335,Joshua,Martinez,US,male,1983,,1,Acting,4.35,0,2008
9057,4007336,Emma,Silva,EG,female,1959,2024.0,0,Acting,3.21,0,1981
9058,4007337,Sofia,Oliveira,BE,female,1974,,1,Acting,0.69,0,1997
9059,4007338,Ashley,Taylor,US,female,1948,,0,Acting,3.37,0,1972
9060,4007339,John,Davis,US,male,1943,,0,Acting,9.87,0,1962
9061,4007340,Lucie,Lefebvre,FR,female,1974,,1,Acting,1.94,0,1990
9062,4007341,Grace,Roberts,GB,female,1992,,1,Acting,4.81,0,2012
9063,4007342,James,Miller,US,male,1969,,1,Acting,7.15,0,1996
9064,4007343,Layla,Carvalho,SE,female,1986,,1,Acting,1.46,0,2009
9065,4007344,Christopher,Lee,US,male,1981,,1,Acting,2.21,0,2002
9066,4007345,Lisa,Hernandez,US,female,1993,,1,Acting,1.33,0,2017
9067,4007346,Riley,Souza,RU,male,1972,,1,Acting,1.58,0,1996
9068,4007347,Luna,Oliveira,MX,female,1946,,1,Acting,1.04,0,1974
9069,4007348,Lorenzo,Ricci,IT,male,1987,,1,Acting,1.48,0,2014
9070,4007349,Andrew,Jones,US,male,1994,,1,Acting,11.91,0,2019
9071,4007350,Jordan,Carvalho,BR,male,1965,,1,Acting,1.46,0,1991
9072,4007351,Jordan,Oliveira,DE,male,1992,,1,Acting,3.72,0,2017
9073,4007352,Thomas,Jackson,US,male,1993,,1,Acting,2.11,0,2016
9074,4007353,Layla,Souza,RU,female,1966,,1,Acting,9.59,0,1996
9075,4007354,Patricia,Lopez,US,female,1936,,0,Acting,10.81,0,1966
9076,4007355,Samuel,Jackson,US,male,1955,,0,Acting,7.23,0,1983
9077,4007356,Cameron,Souza,CN,male,1969,,1,Acting,4.37,0,1990
9078,4007357,Davide,Romano,IT,male,1983,,1,Acting,2.7,0,2006
9079,4007358,Riley,Ferreira,AR,male,1998,,1,Acting,1.14,0,2015
9080,4007359,Jessica,Davis,US,female,1999,,1,Acting,19.09,0,2023
9081,4007360,Francesco,Bianchi,IT,male,1987,,1,Acting,1.68,0,2005
9082,4007361,Christopher,Hernandez,US,male,1989,,1,Acting,6.03,0,2005
9083,4007362,Yuki,Matsumoto,JP,male,1991,,1,Acting,8.62,0,2020
9084,4007363,Amanda,Jones,US,female,1970,,1,Acting,2.01,0,1998
9085,4007364,Richard,Garcia,US,male,2004,,1,Acting,8.45,0,2021
9086,4007365,Jennifer,Wilson,US,female,1953,,1,Acting,6.6,2,1978
9087,4007366,Edward,White,GB,male,1997,,1,Acting,15.72,0,2016
9088,4007367,Mei,Ito,JP,female,1980,,1,Acting,2.18,0,2002
