CustomerKey,IsChurned,IsActive,Gender,Age,AgeGroup,Birth,MonthsAsCustomer,TenureYears,LifetimeValue,AvgSessionMinutes,ChurnRiskScore,PaymentReliability,CustomerSegment,CityName,StateName,CountryName,ISOCode,Continent,Latitude,Longitude,Timezone,PreferredLanguage,LanguageISO,PreferredGenre,PreferredGenreGroup,DeviceType,RegistrationSource,NumPaymentMethods,ActivePaymentMethods,PrimaryCardNetwork,HasCreditCard,HasDebitCard,CreateDate
12310,0,1,male,24,Gen_Z,2002-01-22,52,4.3,766.24,16.3,0.379,0.843,Bronze,Bristol,City of Bristol,United Kingdom,GB,Europe,52.7339,-1.608,Europe/London,English,en,War,Action & Spectacle,mobile,smart_tv,1,1,Visa,1,0,2022-01-11
12311,0,1,male,43,Gen_X,1983-03-25,193,16.1,2842.04,93.1,0.175,0.962,Gold,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,55.2446,-0.2154,Europe/London,English,en,Cult Classic,Arts & Culture,smart_tv,web,1,1,Visa,1,0,2010-04-06
12312,1,0,female,29,Millennial,1996-06-18,64,5.3,945.71,53.6,0.899,0.911,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,53.1022,-1.4567,Europe/London,French,fr,Action,Action & Spectacle,smart_tv,web,1,1,Mastercard,1,0,2021-01-10
12313,0,1,male,53,Boomer,1972-09-16,148,12.3,1790.26,64.7,0.204,0.872,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,51.8554,-1.3982,Europe/London,English,en,Biographical,Arts & Culture,smart_tv,web,1,1,Mastercard,1,0,2014-01-03
12314,0,1,male,21,Gen_Z,2004-07-24,37,3.1,552.02,62.1,0.38,0.78,Bronze,Bristol,City of Bristol,United Kingdom,GB,Europe,53.2206,-1.9668,Europe/London,English,en,Documentary,Arts & Culture,mobile,smart_tv,1,0,Visa,1,0,2023-04-04
12315,0,1,female,36,Gen_X,1989-12-16,47,3.9,702.15,34.6,0.365,0.785,Bronze,Bristol,City of Bristol,United Kingdom,GB,Europe,51.5009,-0.7427,Europe/London,English,en,Action & Adventure,Action & Spectacle,smart_tv,mobile_app,1,1,Visa,1,0,2022-06-24
12316,1,0,other,46,Gen_X,1980-05-15,157,13.1,2972.49,66.6,0.794,0.722,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.6109,-1.7906,Europe/London,English,en,Mystery,Horror & Suspense,desktop,web,1,1,Visa,1,0,2013-04-09
12317,0,1,female,18,Gen_Z,2008-02-29,3,0.2,94.81,63.9,0.448,0.739,Bronze,Bristol,City of Bristol,United Kingdom,GB,Europe,51.4825,-0.024,Europe/London,French,fr,Superhero,Action & Spectacle,mobile,smart_tv,1,1,Mastercard,1,0,2026-02-28
12318,0,1,female,52,Boomer,1973-09-14,146,12.2,2538.6,114.9,0.204,0.897,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.6411,-2.2651,Europe/London,Spanish,es,Action & Adventure,Action & Spectacle,smart_tv,mobile_app,1,1,Mastercard,1,0,2014-03-06
12319,0,1,female,38,Gen_X,1988-03-29,118,9.8,1778.08,28.4,0.303,0.721,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.3206,-1.4635,Europe/London,Portuguese,pt,Horror,Horror & Suspense,tablet,mobile_app,1,1,Visa,1,0,2016-07-17
12320,1,0,female,47,Gen_X,1978-08-30,1,0.1,108.81,69.8,0.951,0.907,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.9418,-0.6983,Europe/London,Spanish,es,Foreign Language,Arts & Culture,mobile,mobile_app,1,1,Mastercard,1,0,2026-05-30
12321,0,1,male,20,Gen_Z,2005-12-03,28,2.3,471.25,93.8,0.355,0.782,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,53.2608,-2.3666,Europe/London,Portuguese,pt,LGBTQ+,Narrative,mobile,smart_tv,2,2,JCB,1,0,2024-01-31
12322,0,1,male,38,Gen_X,1987-06-15,166,13.8,3158.43,89.4,0.229,0.737,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.5346,-0.0336,Europe/London,Spanish,es,History,Arts & Culture,mobile,web,1,1,Mastercard,1,0,2012-07-05
12323,0,1,female,39,Gen_X,1987-06-03,194,16.2,2219.24,36.0,0.268,0.804,Silver,Bristol,City of Bristol,United Kingdom,GB,Europe,53.4217,-0.8872,Europe/London,English,en,Anime,Family & Fantasy,mobile,smart_tv,2,1,Visa,1,0,2010-03-27
12324,1,0,female,37,Gen_X,1988-08-05,136,11.3,2543.02,71.9,0.832,0.812,Bronze,Oldham,Greater Manchester,United Kingdom,GB,Europe,55.3592,-1.7552,Europe/London,English,en,Disaster,Action & Spectacle,smart_tv,web,2,2,Mastercard,1,0,2015-01-09
12325,0,1,female,42,Gen_X,1984-04-11,116,9.7,1875.3,44.3,0.283,0.944,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,53.1897,-1.1387,Europe/London,French,fr,Short Film,Arts & Culture,mobile,mobile_app,1,1,Mastercard,1,0,2016-09-06
12326,0,1,female,49,Gen_X,1977-01-25,113,9.4,1477.4,75.6,0.285,0.91,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.7307,-1.8745,Europe/London,English,en,Science Fiction,Action & Spectacle,mobile,web,1,1,Visa,1,0,2016-12-20
12327,0,1,other,23,Gen_Z,2002-07-23,6,0.5,85.03,133.6,0.383,0.8,Bronze,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.5008,-1.3435,Europe/London,English,en,Politics,Arts & Culture,tablet,web,1,1,Visa,1,0,2025-11-18
12328,0,1,male,28,Millennial,1998-05-28,29,2.4,414.85,32.9,0.316,0.952,Bronze,Wakefield,West Yorkshire,United Kingdom,GB,Europe,50.9406,-1.9949,Europe/London,Portuguese,pt,Thriller,Horror & Suspense,smart_tv,web,1,1,Mastercard,1,0,2023-12-09
12329,0,1,female,23,Gen_Z,2002-11-30,42,3.5,442.37,49.8,0.243,0.905,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.1008,-0.5925,Europe/London,English,en,Psychological,Horror & Suspense,mobile,mobile_app,1,1,American Express,1,0,2022-11-23
12330,0,1,female,36,Gen_X,1990-02-28,185,15.4,1645.81,30.8,0.263,0.809,Silver,Leicester,Leicestershire,United Kingdom,GB,Europe,52.3426,-1.232,Europe/London,English,en,Animation,Family & Fantasy,smart_tv,web,1,1,American Express,1,0,2010-12-19
12331,0,1,female,22,Gen_Z,2004-05-30,13,1.1,246.99,47.9,0.413,0.729,Bronze,Dudley,West Midlands,United Kingdom,GB,Europe,51.6967,-1.8719,Europe/London,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,smart_tv,1,1,Visa,1,0,2025-04-22
12332,0,1,male,40,Gen_X,1986-05-16,148,12.3,2465.84,76.5,0.208,0.955,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,53.4108,-1.0498,Europe/London,English,en,Politics,Arts & Culture,smart_tv,partner,2,2,PayPal,1,0,2014-01-12
12333,0,1,female,31,Millennial,1994-09-24,106,8.8,1080.26,84.9,0.27,0.962,Silver,Wakefield,West Yorkshire,United Kingdom,GB,Europe,51.1496,-2.1755,Europe/London,English,en,Horror,Horror & Suspense,desktop,web,1,1,Debit Card,0,1,2017-07-28
12334,1,0,female,25,Gen_Z,2001-04-21,52,4.3,828.43,43.8,0.864,0.929,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,52.8265,-1.3538,Europe/London,Portuguese,pt,Thriller,Horror & Suspense,smart_tv,web,2,1,Visa,1,0,2022-01-10
12335,1,0,female,20,Gen_Z,2005-09-06,32,2.7,455.63,153.8,0.894,0.998,Bronze,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,52.2958,-1.6645,Europe/London,English,en,Animation,Family & Fantasy,desktop,mobile_app,1,1,Visa,1,0,2023-09-13
12336,0,1,male,28,Millennial,1997-06-25,122,10.2,1549.55,18.1,0.294,0.817,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.7582,-1.415,Europe/London,English,en,History,Arts & Culture,desktop,partner,1,1,JCB,1,0,2016-03-24
12337,0,1,male,27,Millennial,1998-07-03,90,7.5,926.52,171.5,0.22,0.919,Silver,Bristol,City of Bristol,United Kingdom,GB,Europe,52.2062,-1.8553,Europe/London,English,en,Action,Action & Spectacle,smart_tv,web,1,1,Mastercard,1,0,2018-11-23
12338,0,1,male,32,Millennial,1994-05-27,21,1.8,385.45,28.4,0.382,0.768,Bronze,Barnet,Greater London,United Kingdom,GB,Europe,52.2448,-0.3047,Europe/London,English,en,Drama,Narrative,desktop,smart_tv,2,2,Visa,1,0,2024-08-09
12339,0,1,male,18,Gen_Z,2008-02-23,2,0.2,104.06,180.0,0.346,0.917,Silver,Oldham,Greater Manchester,United Kingdom,GB,Europe,53.9671,-3.1975,Europe/London,English,en,Disaster,Action & Spectacle,tablet,web,1,1,Visa,1,0,2026-03-04
12340,0,1,female,31,Millennial,1994-10-14,157,13.1,2198.05,107.2,0.206,0.918,Gold,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,53.7426,-0.1524,Europe/London,English,en,Kids,Family & Fantasy,desktop,partner,1,1,PayPal,0,0,2013-04-16
12341,0,1,male,42,Gen_X,1983-07-28,117,9.8,1423.07,38.5,0.331,0.713,Bronze,Portobello,City of Edinburgh,United Kingdom,GB,Europe,50.8277,-1.8158,Europe/London,English,en,Psychological,Horror & Suspense,mobile,web,2,2,Visa,1,0,2016-08-31
12342,0,1,female,35,Millennial,1990-12-28,161,13.4,2488.92,75.4,0.168,0.847,Silver,Bristol,City of Bristol,United Kingdom,GB,Europe,52.7376,-2.2301,Europe/London,Portuguese,pt,Sports,Action & Spectacle,smart_tv,partner,1,1,PayPal,0,0,2012-12-02
12343,1,0,female,29,Millennial,1996-10-27,34,2.8,540.81,53.7,0.918,0.819,Bronze,Wakefield,West Yorkshire,United Kingdom,GB,Europe,52.2502,-0.833,Europe/London,French,fr,Thriller,Horror & Suspense,mobile,web,1,1,Mastercard,1,0,2023-07-13
12344,0,1,male,46,Gen_X,1980-02-06,175,14.6,2496.79,46.1,0.195,0.835,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.2077,-0.7432,Europe/London,Portuguese,pt,Stand-Up Comedy,Light & Feel-Good,mobile,web,1,1,Visa,1,0,2011-10-10
12345,0,1,female,23,Gen_Z,2003-02-19,32,2.7,566.42,68.8,0.389,0.707,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.8008,-2.9696,Europe/London,English,en,Thriller,Horror & Suspense,desktop,web,2,2,Visa,1,0,2023-09-14
12346,0,1,female,57,Boomer,1968-07-04,130,10.8,2305.3,105.6,0.296,0.721,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,53.1412,-0.3936,Europe/London,English,en,Stand-Up Comedy,Light & Feel-Good,desktop,mobile_app,1,1,Mastercard,1,0,2015-07-26
12347,0,1,female,52,Boomer,1974-03-15,126,10.5,1281.44,85.8,0.299,0.81,Silver,Bristol,City of Bristol,United Kingdom,GB,Europe,54.3584,-2.94,Europe/London,English,en,Kids,Family & Fantasy,mobile,smart_tv,1,1,Mastercard,1,0,2015-11-07
12348,0,1,female,40,Gen_X,1985-09-18,168,14.0,1951.76,66.8,0.267,0.74,Silver,Bristol,City of Bristol,United Kingdom,GB,Europe,52.9562,-2.7492,Europe/London,English,en,Thriller,Horror & Suspense,desktop,web,2,2,Mastercard,1,0,2012-05-30
12349,0,1,male,36,Gen_X,1990-03-14,26,2.2,391.7,70.5,0.298,0.938,Silver,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,53.7607,-0.784,Europe/London,English,en,Cult Classic,Arts & Culture,mobile,web,2,2,Mastercard,1,0,2024-03-25
12350,0,1,male,36,Gen_X,1989-09-09,1,0.1,82.93,161.0,0.277,0.849,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.594,-0.5501,Europe/London,Portuguese,pt,Indie,Narrative,smart_tv,mobile_app,1,1,Debit Card,0,1,2026-05-30
12351,0,1,male,37,Gen_X,1988-09-18,194,16.2,3389.16,68.0,0.175,0.905,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.9131,-0.934,Europe/London,English,en,Stand-Up Comedy,Light & Feel-Good,mobile,smart_tv,1,1,Visa,1,0,2010-03-01
12352,0,1,male,43,Gen_X,1982-07-21,150,12.5,1434.54,86.6,0.196,0.931,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.5203,0.221,Europe/London,English,en,Politics,Arts & Culture,tablet,web,1,1,Debit Card,0,1,2013-11-16
12353,0,1,male,23,Gen_Z,2003-04-21,54,4.5,1001.05,68.0,0.367,0.764,Bronze,Portobello,City of Edinburgh,United Kingdom,GB,Europe,53.8074,-1.6521,Europe/London,English,en,Action,Action & Spectacle,mobile,mobile_app,1,1,Visa,1,0,2021-11-16
12354,0,1,female,31,Millennial,1994-09-04,116,9.7,1339.31,52.1,0.244,0.98,Silver,Leicester,Leicestershire,United Kingdom,GB,Europe,53.202,-0.8904,Europe/London,English,en,Thriller,Horror & Suspense,mobile,mobile_app,1,1,American Express,1,0,2016-09-20
12355,0,1,female,34,Millennial,1992-05-19,21,1.8,280.69,106.7,0.388,0.888,Silver,Leeds,West Yorkshire,United Kingdom,GB,Europe,51.2254,-1.7313,Europe/London,English,en,Foreign Language,Arts & Culture,mobile,mobile_app,3,3,Mastercard,1,0,2024-08-20
12356,0,1,female,26,Millennial,2000-03-12,76,6.3,1374.39,54.8,0.3,0.808,Bronze,Barnet,Greater London,United Kingdom,GB,Europe,53.3763,0.1585,Europe/London,English,en,Science Fiction,Action & Spectacle,smart_tv,mobile_app,2,2,PayPal,1,0,2020-01-09
12357,0,1,female,31,Millennial,1995-05-08,99,8.2,1651.96,48.1,0.274,0.902,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,53.1553,-1.3439,Europe/London,English,en,Adventure,Action & Spectacle,smart_tv,web,1,1,Visa,1,0,2018-02-20
12358,1,0,male,52,Boomer,1973-07-12,182,15.2,2681.9,23.4,0.811,0.839,Bronze,Stockport,Greater Manchester,United Kingdom,GB,Europe,53.0488,-2.2208,Europe/London,English,en,Fantasy,Family & Fantasy,tablet,smart_tv,2,2,Mastercard,1,0,2011-03-05
12359,0,1,male,39,Gen_X,1987-03-03,173,14.4,2598.99,40.6,0.252,0.757,Silver,Bolton,Greater Manchester,United Kingdom,GB,Europe,53.2679,-3.4372,Europe/London,English,en,Psychological,Horror & Suspense,smart_tv,partner,2,1,Visa,1,0,2011-12-08
12360,0,1,female,18,Gen_Z,2008-03-30,1,0.1,128.73,106.5,0.276,0.992,Silver,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,51.5528,-0.608,Europe/London,French,fr,Disaster,Action & Spectacle,desktop,smart_tv,1,1,Visa,1,0,2026-04-19
12361,0,1,male,49,Gen_X,1977-06-08,173,14.4,2653.04,53.7,0.231,0.718,Silver,London,Greater London,United Kingdom,GB,Europe,51.2028,-0.1072,Europe/London,Spanish,es,Sports,Action & Spectacle,desktop,smart_tv,1,1,Visa,1,0,2011-12-12
12362,0,1,other,41,Gen_X,1985-05-22,163,13.6,2720.7,76.9,0.171,0.848,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.5434,-0.9239,Europe/London,English,en,Horror,Horror & Suspense,mobile,smart_tv,1,1,Visa,1,0,2012-10-16
12363,0,1,female,26,Millennial,1999-09-14,90,7.5,1769.48,93.5,0.246,0.839,Silver,Leicester,Leicestershire,United Kingdom,GB,Europe,53.2728,-2.0533,Europe/London,English,en,Crime,Narrative,desktop,web,1,1,Mastercard,1,0,2018-11-21
12364,0,1,male,39,Gen_X,1986-09-06,114,9.5,1893.01,74.2,0.292,0.798,Silver,Bradford,West Yorkshire,United Kingdom,GB,Europe,52.8117,-0.5703,Europe/London,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,partner,1,1,PayPal,0,0,2016-11-28
12365,0,1,male,24,Gen_Z,2001-07-15,76,6.3,918.61,46.8,0.355,0.707,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,53.1442,-2.3046,Europe/London,English,en,Action & Adventure,Action & Spectacle,desktop,mobile_app,1,1,Visa,1,0,2020-01-06
12366,0,1,male,32,Millennial,1994-01-14,165,13.8,2054.83,50.5,0.153,0.991,Gold,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,52.5594,0.1986,Europe/London,French,fr,Indie,Narrative,tablet,web,1,0,Visa,1,0,2012-08-04
12367,1,0,male,19,Gen_Z,2007-04-15,6,0.5,87.27,64.6,0.791,0.887,Bronze,Coventry,West Midlands,United Kingdom,GB,Europe,52.4069,-1.5036,Europe/London,English,en,LGBTQ+,Narrative,mobile,partner,2,1,Visa,1,0,2025-11-11
12368,0,1,male,24,Gen_Z,2001-08-10,34,2.8,507.87,88.7,0.289,0.797,Bronze,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,52.9798,-1.9947,Europe/London,English,en,Crime,Narrative,mobile,partner,3,3,Visa,1,0,2023-07-01
12369,1,0,other,23,Gen_Z,2003-03-07,36,3.0,411.15,115.8,0.859,0.756,Bronze,Bromley,Greater London,United Kingdom,GB,Europe,52.9745,0.2718,Europe/London,English,en,Sci-Fi & Fantasy,Action & Spectacle,mobile,smart_tv,2,2,JCB,1,0,2023-05-25
12370,0,1,female,23,Gen_Z,2003-01-22,61,5.1,553.89,36.1,0.364,0.822,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.7711,-2.5039,Europe/London,English,en,Foreign Language,Arts & Culture,desktop,mobile_app,1,1,Mastercard,1,0,2021-04-16
12371,0,1,male,26,Millennial,2000-01-03,96,8.0,1526.52,169.0,0.213,0.857,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,52.9911,-0.7692,Europe/London,English,en,Comedy,Light & Feel-Good,desktop,web,2,2,Visa,1,0,2018-05-14
12372,1,0,male,24,Gen_Z,2001-08-23,76,6.3,1501.76,87.6,0.831,0.802,Bronze,Stockport,Greater Manchester,United Kingdom,GB,Europe,54.7802,-2.4916,Europe/London,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,mobile_app,1,1,Debit Card,0,1,2020-01-25
12373,1,0,female,31,Millennial,1994-11-12,101,8.4,876.76,32.8,0.964,0.707,Bronze,Stockport,Greater Manchester,United Kingdom,GB,Europe,52.6907,-2.7884,Europe/London,English,en,Psychological,Horror & Suspense,smart_tv,web,2,2,Visa,1,0,2017-12-14
12374,0,1,female,34,Millennial,1991-06-10,15,1.2,183.53,114.2,0.375,0.809,Bronze,Huddersfield,West Yorkshire,United Kingdom,GB,Europe,51.9515,-2.0694,Europe/London,English,en,Stand-Up Comedy,Light & Feel-Good,smart_tv,partner,1,1,Visa,1,0,2025-02-04
12375,0,1,male,36,Gen_X,1990-03-05,139,11.6,1210.02,80.7,0.247,0.953,Silver,Bradford,West Yorkshire,United Kingdom,GB,Europe,53.3876,-0.1121,Europe/London,French,fr,Drama,Narrative,smart_tv,web,2,2,Mastercard,1,0,2014-10-01
12376,0,1,male,31,Millennial,1995-01-27,77,6.4,1019.71,65.8,0.273,0.707,Bronze,Edinburgh,City of Edinburgh,United Kingdom,GB,Europe,52.1989,-1.4885,Europe/London,English,en,Foreign Language,Arts & Culture,mobile,mobile_app,2,2,PayPal,0,0,2019-12-22
12377,0,1,female,29,Millennial,1996-12-19,123,10.2,1880.77,69.0,0.306,0.72,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,50.9031,-0.6175,Europe/London,Portuguese,pt,Romance,Light & Feel-Good,smart_tv,mobile_app,2,2,Visa,1,0,2016-02-08
12378,0,1,female,29,Millennial,1997-03-10,115,9.6,1166.63,117.3,0.275,0.748,Silver,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,53.6783,-1.6841,Europe/London,Portuguese,pt,Animation,Family & Fantasy,mobile,web,1,1,PayPal,0,0,2016-10-07
12379,1,0,female,26,Millennial,2000-06-03,1,0.1,135.68,56.7,0.917,0.986,Bronze,Dudley,West Midlands,United Kingdom,GB,Europe,52.3928,-1.543,Europe/London,English,en,Romance,Light & Feel-Good,mobile,web,2,2,Visa,1,0,2026-05-30
12380,0,1,male,23,Gen_Z,2003-01-03,26,2.2,452.91,85.6,0.327,0.979,Silver,Stockport,Greater Manchester,United Kingdom,GB,Europe,54.8603,-2.0828,Europe/London,French,fr,Comedy,Light & Feel-Good,mobile,web,2,2,Discover,1,0,2024-03-31
12381,0,1,female,37,Gen_X,1989-04-09,174,14.5,2440.34,153.2,0.136,0.916,Gold,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,52.5118,-1.0308,Europe/London,English,en,Thriller,Horror & Suspense,mobile,mobile_app,1,1,Visa,1,0,2011-11-10
12382,0,1,male,25,Gen_Z,2001-03-18,82,6.8,1513.1,61.8,0.236,0.9,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,51.2155,-2.3317,Europe/London,French,fr,Mystery,Horror & Suspense,smart_tv,web,2,2,Mastercard,1,0,2019-07-31
12383,0,1,female,47,Gen_X,1979-05-05,196,16.3,2846.27,54.4,0.239,0.89,Silver,Leicester,Leicestershire,United Kingdom,GB,Europe,51.7091,-0.364,Europe/London,English,en,Anime,Family & Fantasy,mobile,mobile_app,1,1,Visa,1,0,2010-01-12
12384,0,1,male,44,Gen_X,1981-10-27,155,12.9,2724.45,42.7,0.276,0.704,Silver,Stockport,Greater Manchester,United Kingdom,GB,Europe,53.2125,-2.6663,Europe/London,English,en,Thriller,Horror & Suspense,mobile,web,2,2,Visa,1,0,2013-06-27
12385,0,1,female,30,Millennial,1996-03-25,1,0.1,136.99,100.8,0.361,0.734,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,51.9178,-1.2844,Europe/London,English,en,Documentary,Arts & Culture,desktop,mobile_app,1,1,Visa,1,0,2026-05-30
12386,0,1,female,26,Millennial,1999-06-11,104,8.7,1006.7,44.1,0.292,0.788,Silver,Bristol,City of Bristol,United Kingdom,GB,Europe,53.7172,-1.2953,Europe/London,English,en,Indie,Narrative,tablet,web,2,2,Mastercard,1,0,2017-09-12
12387,1,0,other,39,Gen_X,1986-07-29,178,14.8,2898.06,45.8,0.897,0.893,Bronze,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.7265,-1.1541,Europe/London,Portuguese,pt,Crime,Narrative,smart_tv,mobile_app,1,1,Visa,1,0,2011-07-04
12388,0,1,female,40,Gen_X,1986-04-16,178,14.8,1667.36,72.4,0.245,0.781,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,53.7596,-1.5766,Europe/London,English,en,Indie,Narrative,smart_tv,mobile_app,2,2,Mastercard,1,0,2011-07-31
12389,0,1,female,34,Millennial,1991-08-07,176,14.7,2644.02,24.9,0.254,0.884,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.4107,-1.5751,Europe/London,French,fr,Indie,Narrative,smart_tv,smart_tv,2,2,PayPal,1,0,2011-09-26
12390,0,1,female,48,Gen_X,1977-11-09,191,15.9,2045.03,64.2,0.235,0.821,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.4585,-0.6237,Europe/London,English,en,Horror,Horror & Suspense,smart_tv,web,1,1,American Express,1,0,2010-06-25
12391,0,1,male,26,Millennial,2000-01-11,29,2.4,579.18,43.2,0.365,0.958,Silver,Sheffield,South Yorkshire,United Kingdom,GB,Europe,53.161,-2.0109,Europe/London,English,en,Action & Adventure,Action & Spectacle,mobile,web,1,1,Visa,1,0,2023-12-06
12392,1,0,male,33,Millennial,1992-09-28,114,9.5,1383.85,81.6,0.764,0.723,Bronze,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,51.5948,-1.4329,Europe/London,English,en,Fantasy,Family & Fantasy,smart_tv,mobile_app,2,2,Visa,1,0,2016-11-30
12393,0,1,female,40,Gen_X,1985-07-03,162,13.5,1958.45,39.2,0.2,0.928,Silver,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,52.9031,-2.1823,Europe/London,English,en,Romance,Light & Feel-Good,smart_tv,smart_tv,1,1,Debit Card,0,1,2012-11-15
12394,1,0,male,31,Millennial,1995-04-09,131,10.9,1930.45,72.0,0.723,0.874,Bronze,Bristol,City of Bristol,United Kingdom,GB,Europe,51.8696,-1.6485,Europe/London,French,fr,War,Action & Spectacle,smart_tv,web,3,2,Mastercard,1,0,2015-06-23
12395,0,1,female,30,Millennial,1995-12-18,13,1.1,124.58,48.5,0.416,0.731,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,53.1089,-0.7517,Europe/London,Portuguese,pt,Crime,Narrative,smart_tv,web,2,2,Visa,1,0,2025-04-01
12396,1,0,male,35,Millennial,1991-02-22,186,15.5,3128.23,64.1,0.913,0.97,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,53.0785,-0.1034,Europe/London,English,en,Action,Action & Spectacle,mobile,smart_tv,1,1,Visa,1,0,2010-11-04
12397,0,1,male,40,Gen_X,1985-10-26,1,0.1,160.29,41.9,0.425,0.854,Bronze,Ealing,Greater London,United Kingdom,GB,Europe,51.2629,-1.0777,Europe/London,English,en,Fantasy,Family & Fantasy,mobile,smart_tv,1,1,American Express,1,0,2026-05-30
12398,0,1,male,24,Gen_Z,2002-03-14,55,4.6,721.62,76.2,0.315,0.946,Silver,Leicester,Leicestershire,United Kingdom,GB,Europe,51.4107,-2.6448,Europe/London,English,en,Fantasy,Family & Fantasy,mobile,mobile_app,1,1,Debit Card,0,1,2021-10-22
12399,0,1,female,41,Gen_X,1985-03-15,145,12.1,2696.74,94.0,0.249,0.786,Silver,Oldham,Greater Manchester,United Kingdom,GB,Europe,53.1138,-2.55,Europe/London,English,en,Biographical,Arts & Culture,desktop,web,1,1,Visa,1,0,2014-04-28
12400,0,1,other,24,Gen_Z,2001-09-10,76,6.3,700.09,96.5,0.242,0.92,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,52.9855,-1.1608,Europe/London,English,en,Horror,Horror & Suspense,desktop,web,2,2,Visa,1,0,2020-01-25
12401,1,0,male,44,Gen_X,1981-12-01,95,7.9,834.89,68.9,0.954,0.951,Bronze,Nottingham,Nottinghamshire,United Kingdom,GB,Europe,51.9632,-1.2671,Europe/London,English,en,Fantasy,Family & Fantasy,smart_tv,partner,1,1,Mastercard,1,0,2018-06-29
12402,0,1,male,40,Gen_X,1986-01-08,118,9.8,2285.46,86.1,0.253,0.814,Silver,Portsmouth,Hampshire,United Kingdom,GB,Europe,51.5243,-0.354,Europe/London,English,en,Romance,Light & Feel-Good,tablet,mobile_app,1,1,Visa,1,0,2016-07-02
12403,0,1,female,33,Millennial,1992-12-30,76,6.3,1301.07,78.1,0.286,0.993,Silver,Portobello,City of Edinburgh,United Kingdom,GB,Europe,51.7268,-2.0862,Europe/London,English,en,Thriller,Horror & Suspense,desktop,mobile_app,1,1,Mastercard,1,0,2020-01-01
12404,0,1,male,32,Millennial,1994-03-03,89,7.4,945.14,62.0,0.331,0.704,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,53.0098,-0.715,Europe/London,French,fr,Fantasy,Family & Fantasy,mobile,mobile_app,1,1,Visa,1,0,2018-12-07
12405,0,1,male,45,Gen_X,1980-12-02,61,5.1,668.84,71.2,0.312,0.817,Bronze,Edinburgh,City of Edinburgh,United Kingdom,GB,Europe,50.9766,-0.4903,Europe/London,English,en,Short Film,Arts & Culture,desktop,partner,1,1,Visa,1,0,2021-04-27
12406,1,0,male,37,Gen_X,1988-07-31,158,13.2,1831.73,135.3,0.722,0.836,Bronze,Leicester,Leicestershire,United Kingdom,GB,Europe,51.7622,-1.4736,Europe/London,English,en,Science Fiction,Action & Spectacle,smart_tv,mobile_app,1,1,American Express,1,0,2013-03-10
