ContentKey,TalentKey,AllocationFactor,CastOrder
7182,9785,0.0097,7
7183,10026,0.3713,1
7183,15902,0.2567,2
7183,5744,0.1907,3
7183,12717,0.1035,4
7183,4823,0.0777,5
7184,6296,0.4522,1
7184,17230,0.3006,2
7184,5384,0.1317,3
7184,5142,0.0479,4
7184,6201,0.0454,5
7184,9529,0.0223,6
7185,10003,0.3009,1
7185,2809,0.2948,2
7185,2190,0.1577,3
7185,3372,0.1105,4
7185,9884,0.0682,5
7185,6704,0.068,6
7186,8161,0.5044,1
7186,3119,0.1693,2
7186,3427,0.1259,3
7186,3471,0.1173,4
7186,3128,0.0709,5
7186,7309,0.0063,6
7186,8067,0.0059,7
7187,17110,0.3842,1
7187,15148,0.3365,2
7187,9166,0.179,3
7187,15376,0.0802,4
7187,3123,0.0175,5
7187,12513,0.0026,6
7188,10996,0.7605,1
7188,10446,0.2395,2
7189,1784,0.3498,1
7189,7300,0.2621,2
7189,2642,0.2433,3
7189,2467,0.1285,4
7189,4224,0.0163,5
7190,9737,0.3663,1
7190,6368,0.3347,2
7190,4713,0.299,3
7191,8517,0.3944,1
7191,8321,0.3099,2
7191,2682,0.2118,3
7191,8801,0.043,4
7191,10297,0.0241,5
7191,5995,0.0159,6
7191,2119,0.0009,7
7192,6848,0.2566,1
7192,10190,0.1851,2
7192,7233,0.1441,3
7192,2073,0.1387,4
7192,6876,0.1253,5
7192,2286,0.082,6
7192,5162,0.0683,7
7193,10402,0.4093,1
7193,6846,0.284,2
7193,2178,0.2058,3
7193,8482,0.0946,4
7193,10208,0.0063,5
7194,14748,0.5067,1
7194,2522,0.3292,2
7194,9119,0.105,3
7194,6835,0.0473,4
7194,3725,0.0069,5
7194,4491,0.0049,6
7195,3195,0.5917,1
7195,5818,0.223,2
7195,1908,0.0961,3
7195,10712,0.0642,4
7195,6521,0.017,5
7195,1760,0.0081,6
7196,16651,0.7405,1
7196,2255,0.1414,2
7196,15338,0.1182,3
7197,15601,0.8282,1
7197,5200,0.1311,2
7197,13328,0.0407,3
7198,7634,0.4833,1
7198,12546,0.4404,2
7198,8689,0.076,3
7198,11798,0.0003,4
7199,6419,0.605,1
7199,2282,0.3592,2
7199,9553,0.0359,3
7200,4744,0.3475,1
7200,17546,0.1504,2
7200,9507,0.1488,3
7200,5543,0.1244,4
7200,4840,0.1131,5
7200,4011,0.0865,6
7200,10996,0.0293,7
7201,3947,0.2988,1
7201,5841,0.2262,2
7201,8914,0.1984,3
7201,1811,0.1642,4
7201,9908,0.0728,5
7201,5931,0.0396,6
7202,11509,0.4961,1
7202,11677,0.2923,2
7202,17067,0.0898,3
7202,3581,0.0488,4
7202,3359,0.0419,5
7202,13346,0.0311,6
7203,6444,0.409,1
7203,1889,0.2946,2
7203,3150,0.1705,3
7203,4273,0.1259,4
7204,4595,0.8502,1
7204,14858,0.1161,2
7204,15096,0.0337,3
7205,7697,0.3791,1
7205,3009,0.3281,2
7205,3045,0.2928,3
7206,1637,0.35,1
7206,10489,0.3169,2
7206,9797,0.1501,3
7206,10361,0.1046,4
7206,6110,0.0784,5
7207,11235,0.8511,1
7207,9264,0.1255,2
7207,3892,0.0234,3
7208,3489,0.4824,1
7208,8363,0.3651,2
7208,6812,0.0764,3
7208,7441,0.044,4
7208,4489,0.0218,5
7208,10899,0.0063,6
7208,6558,0.004,7
7209,14112,0.9862,1
7209,2945,0.0138,2
7210,4805,0.4349,1
7210,2922,0.2171,2
7210,8411,0.2056,3
7210,1943,0.1424,4
7211,7698,0.3001,1
7211,5197,0.2965,2
7211,7588,0.2035,3
7211,7732,0.1945,4
7211,7736,0.0054,5
7212,7786,0.4673,1
7212,2934,0.1928,2
7212,17476,0.1359,3
7212,2221,0.0865,4
7212,6894,0.0776,5
7212,3384,0.0399,6
7213,8543,1.0,1
7214,3848,0.3169,1
7214,15423,0.2767,2
7214,1799,0.1688,3
7214,12967,0.1137,4
7214,13330,0.0978,5
7214,14508,0.0164,6
7214,13075,0.0098,7
7215,2256,0.3148,1
7215,8182,0.2517,2
7215,9765,0.1414,3
7215,11265,0.1026,4
7215,9279,0.0879,5
7215,10299,0.0606,6
7215,7570,0.041,7
7216,11652,0.822,1
7216,13276,0.1463,2
7216,12761,0.0315,3
7216,3400,0.0001,4
7217,2959,0.5148,1
7217,5278,0.1835,2
7217,9902,0.1687,3
7217,9035,0.1001,4
7217,6767,0.0328,5
7218,1918,0.3288,1
7218,5988,0.2512,2
7218,9501,0.2087,3
7218,10614,0.1187,4
7218,2918,0.0642,5
7218,5798,0.0283,6
7219,5469,0.3565,1
7219,9833,0.3066,2
7219,7686,0.1547,3
7219,9019,0.1404,4
7219,17278,0.0418,5
7220,5706,0.349,1
7220,15271,0.3041,2
7220,11875,0.2081,3
7220,6094,0.1253,4
7220,5885,0.0136,5
7221,17174,0.4842,1
7221,9787,0.2367,2
7221,13545,0.2119,3
7221,17383,0.0343,4
7221,16260,0.0329,5
7222,3933,0.3454,1
7222,4688,0.2668,2
7222,9444,0.1684,3
7222,3969,0.1456,4
7222,16503,0.0501,5
7222,12037,0.0141,6
7222,7026,0.0096,7
7223,4307,0.5368,1
7223,7469,0.2036,2
7223,4691,0.0865,3
7223,7711,0.0827,4
7223,9907,0.0656,5
7223,8131,0.02,6
7223,3325,0.0048,7
7224,2034,0.4069,1
7224,8694,0.3937,2
7224,5447,0.1202,3
7224,6183,0.0551,4
7224,1670,0.0185,5
7224,3095,0.0057,6
7225,13218,0.328,1
7225,16947,0.3093,2
7225,2648,0.2856,3
7225,15723,0.0411,4
7225,3997,0.0327,5
7225,5595,0.0033,6
7226,5827,0.5,1
7226,4590,0.2218,2
7226,17077,0.197,3
7226,11156,0.05,4
7226,5662,0.0311,5
7227,12897,0.4873,1
7227,4286,0.2033,2
7227,7227,0.1326,3
7227,6626,0.1072,4
7227,5264,0.0316,5
7227,11000,0.0218,6
7227,8556,0.0162,7
7228,10353,0.8125,1
7228,9034,0.1825,2
7228,13773,0.005,3
7229,3077,0.7678,1
7229,6440,0.1658,2
7229,6268,0.0642,3
7229,2046,0.0023,4
7230,6401,0.5612,1
7230,4674,0.2432,2
7230,6149,0.1291,3
7230,6670,0.0486,4
7230,4189,0.0179,5
7231,17373,0.6767,1
7231,14749,0.3233,2
7232,6644,0.3557,1
7232,6106,0.2652,2
7232,5601,0.1429,3
7232,6479,0.125,4
7232,8213,0.1113,5
7233,12361,0.2583,1
7233,15072,0.2312,2
7233,7690,0.2205,3
7233,1794,0.1858,4
7233,16492,0.0824,5
7233,17199,0.0219,6
7234,9999,0.4226,1
7234,9009,0.3647,2
7234,2357,0.1258,3
7234,7967,0.0539,4
7234,3413,0.0331,5
7235,3879,0.3848,1
7235,1909,0.2214,2
7235,3904,0.2174,3
7235,10378,0.0707,4
7235,11026,0.0531,5
7235,8645,0.0526,6
7236,7314,0.4041,1
7236,2218,0.3115,2
7236,13707,0.2735,3
7236,4748,0.0077,4
7236,16702,0.0032,5
7237,3798,0.4492,1
7237,8570,0.293,2
7237,4655,0.0908,3
7237,4414,0.0883,4
7237,3463,0.0615,5
7237,4152,0.0104,6
7237,11252,0.0069,7
7238,11070,0.3189,1
7238,6130,0.2944,2
7238,5358,0.2554,3
7238,3844,0.1313,4
7239,15508,0.3558,1
7239,6959,0.2321,2
7239,5530,0.1504,3
7239,5328,0.0927,4
7239,6556,0.0786,5
7239,2074,0.0511,6
7239,14891,0.0393,7
7240,4010,0.7567,1
7240,5071,0.1432,2
7240,3695,0.1001,3
7241,7604,0.6069,1
7241,9271,0.2706,2
7241,16441,0.0829,3
7241,11217,0.032,4
7241,1974,0.0077,5
7242,9589,0.4855,1
7242,11062,0.2307,2
7242,4259,0.1238,3
7242,9773,0.1108,4
7242,6213,0.0371,5
7242,5818,0.0112,6
7242,7957,0.001,7
7243,7690,0.4075,1
7243,9094,0.2708,2
7243,5083,0.0823,3
7243,10337,0.0793,4
7243,7516,0.0712,5
7243,13433,0.054,6
7243,3240,0.0348,7
7244,2509,0.4074,1
7244,10642,0.2089,2
7244,6148,0.1772,3
7244,8811,0.1311,4
7244,6586,0.0506,5
7244,7585,0.0154,6
7244,5144,0.0093,7
7245,4720,0.3702,1
7245,11365,0.3258,2
7245,8207,0.2352,3
7245,7498,0.0688,4
7246,3320,0.6083,1
7246,9686,0.2798,2
7246,10065,0.0696,3
7246,2299,0.0422,4
7247,10280,0.5407,1
7247,12558,0.1825,2
7247,4402,0.1819,3
7247,13725,0.0467,4
7247,11167,0.027,5
7247,11119,0.0197,6
7247,5830,0.0014,7
7248,17452,0.5732,1
7248,14227,0.2434,2
7248,10055,0.0706,3
7248,12858,0.0349,4
7248,11742,0.0317,5
7248,3365,0.0246,6
7248,6906,0.0216,7
7249,11765,0.3825,1
7249,11923,0.3579,2
7249,11742,0.1124,3
7249,12443,0.0931,4
7249,15162,0.0513,5
7249,10055,0.0027,6
7250,10695,0.508,1
7250,8919,0.3152,2
7250,6010,0.1768,3
7251,2593,0.6031,1
7251,13839,0.3704,2
7251,6911,0.0265,3
7252,3060,0.4204,1
7252,12551,0.2494,2
7252,9271,0.1419,3
7252,10458,0.1025,4
7252,10767,0.0579,5
7252,12655,0.023,6
7252,1749,0.0049,7
7253,12948,0.7551,1
7253,2033,0.1307,2
7253,9894,0.0854,3
7253,9565,0.0288,4
7254,9967,0.2585,1
7254,5070,0.1845,2
7254,10412,0.1844,3
7254,3998,0.1629,4
7254,10268,0.1171,5
7254,2880,0.0784,6
7254,4542,0.0142,7
7255,2421,0.481,1
7255,6801,0.3017,2
7255,9440,0.2065,3
7255,9638,0.0109,4
7256,4735,0.8397,1
7256,3673,0.1407,2
7256,5158,0.0196,3
7257,6565,0.7287,1
7257,3847,0.2713,2
7258,7174,0.4426,1
7258,10910,0.2382,2
7258,7949,0.1461,3
7258,5485,0.0758,4
7258,5955,0.0591,5
7258,6057,0.0382,6
7259,13685,0.6376,1
7259,6415,0.3162,2
7259,1652,0.0462,3
7260,10293,0.4552,1
7260,2306,0.3438,2
7260,5688,0.201,3
7261,9442,0.3968,1
7261,5435,0.3191,2
7261,17118,0.1764,3
7261,15281,0.1077,4
7262,10285,0.3749,1
7262,3430,0.2629,2
7262,2692,0.2436,3
7262,6704,0.0871,4
7262,5707,0.0187,5
7262,9405,0.0128,6
7263,12983,0.7692,1
7263,16675,0.1023,2
7263,7559,0.0748,3
7263,12751,0.0382,4
7263,1929,0.0154,5
7264,13079,1.0,1
7265,5073,0.5157,1
7265,9539,0.1639,2
7265,9404,0.1269,3
7265,6485,0.1122,4
7265,8673,0.0634,5
7265,4174,0.0154,6
7265,4143,0.0025,7
7266,11537,0.6856,1
7266,17018,0.1256,2
7266,12182,0.1109,3
7266,13149,0.0323,4
7266,10605,0.0297,5
7266,12213,0.0159,6
7267,13717,0.4729,1
7267,8882,0.4061,2
7267,8408,0.121,3
7268,12542,0.5626,1
7268,9101,0.3247,2
7268,12524,0.0576,3
7268,14174,0.0508,4
7268,6824,0.0043,5
7269,3296,0.4778,1
7269,5329,0.4053,2
7269,3588,0.0808,3
7269,3506,0.036,4
7270,6881,0.4601,1
7270,9336,0.1653,2
7270,6427,0.1101,3
7270,7528,0.1052,4
7270,5947,0.1026,5
7270,9460,0.0561,6
7270,6371,0.0007,7
7271,2481,0.5624,1
7271,13205,0.2947,2
7271,3838,0.1429,3
7272,8913,0.4227,1
7272,2331,0.2523,2
7272,12725,0.1182,3
7272,16586,0.1044,4
7272,12361,0.0518,5
7272,4775,0.0275,6
7272,14310,0.0231,7
7273,3773,0.3953,1
7273,8980,0.1409,2
7273,3454,0.133,3
7273,8501,0.1131,4
7273,11350,0.0924,5
7273,6023,0.0825,6
7273,5788,0.0428,7
7274,3371,0.4773,1
7274,3466,0.441,2
7274,7928,0.0817,3
7275,7568,0.3703,1
7275,11108,0.2604,2
7275,11253,0.194,3
7275,9668,0.092,4
7275,8923,0.0835,5
7276,10162,0.4572,1
7276,6743,0.253,2
7276,10719,0.23,3
7276,4984,0.0598,4
7277,6165,0.3361,1
7277,7732,0.2732,2
7277,4081,0.1758,3
7277,9854,0.1128,4
7277,2592,0.1022,5
7278,5601,0.8415,1
7278,9054,0.1355,2
7278,11107,0.0231,3
7279,6975,0.3093,1
7279,7593,0.2608,2
7279,5573,0.2507,3
7279,7622,0.1647,4
7279,2370,0.0144,5
7280,10428,0.3796,1
7280,10497,0.2311,2
7280,7487,0.1823,3
7280,6246,0.1013,4
7280,5591,0.086,5
7280,7649,0.0125,6
7280,5144,0.0072,7
7281,9787,0.3047,1
7281,11551,0.2813,2
7281,15775,0.2027,3
7281,14594,0.1069,4
7281,4592,0.0668,5
7281,12939,0.0273,6
7281,11972,0.0104,7
7282,15972,0.3221,1
7282,12405,0.2044,2
7282,10015,0.1793,3
7282,6242,0.1167,4
7282,10555,0.0939,5
7282,10624,0.0479,6
7282,17306,0.0357,7
7283,10796,0.7433,1
7283,10844,0.2172,2
7283,10605,0.0395,3
7284,7238,0.554,1
7284,3950,0.3696,2
7284,5230,0.0699,3
7284,6808,0.0048,4
7284,2456,0.0017,5
7285,1677,0.5349,1
7285,8665,0.3459,2
7285,6051,0.0671,3
7285,3401,0.0294,4
7285,9854,0.0227,5
7286,3860,0.3492,1
7286,9065,0.2933,2
7286,10825,0.2109,3
7286,6342,0.1098,4
7286,8101,0.0277,5
7286,9493,0.0091,6
7287,16688,0.5824,1
7287,14220,0.1961,2
7287,15972,0.1123,3
7287,12405,0.0474,4
7287,2335,0.0368,5
7287,4977,0.0135,6
7287,4535,0.0115,7
7288,6860,0.5549,1
7288,6670,0.2536,2
7288,8147,0.1124,3
7288,2366,0.0791,4
7289,5541,0.6333,1
7289,12753,0.2537,2
7289,8222,0.058,3
7289,6142,0.0504,4
7289,5958,0.0045,5
7290,15015,0.6671,1
7290,2820,0.1373,2
7290,10289,0.103,3
7290,5909,0.0926,4
7291,13287,0.3374,1
7291,12382,0.2857,2
7291,8958,0.1647,3
7291,16021,0.1045,4
7291,9594,0.0947,5
7291,14290,0.0129,6
7292,12521,0.2491,1
7292,12195,0.2419,2
7292,2240,0.1531,3
7292,11546,0.1497,4
7292,8123,0.1448,5
7292,17427,0.0615,6
7293,7046,0.8924,1
7293,12269,0.0719,2
7293,3042,0.0357,3
7294,8618,0.381,1
7294,7085,0.2314,2
7294,10630,0.2166,3
7294,6500,0.148,4
7294,5510,0.0219,5
7294,9850,0.0012,6
7295,15878,0.4601,1
7295,9805,0.3131,2
7295,12967,0.0945,3
7295,6247,0.0935,4
7295,4895,0.0388,5
7296,3597,0.7208,1
7296,6151,0.2108,2
7296,5912,0.0684,3
7297,7265,0.5077,1
7297,15376,0.2004,2
7297,11519,0.1693,3
7297,4395,0.1226,4
7298,4005,0.2385,1
7298,6198,0.2202,2
7298,2873,0.1889,3
7298,9902,0.1583,4
7298,3738,0.1272,5
7298,8302,0.0388,6
7298,1877,0.0282,7
7299,4001,0.3712,1
7299,4738,0.2376,2
7299,8915,0.2267,3
7299,4997,0.098,4
7299,3175,0.0526,5
7299,9261,0.0139,6
7300,8303,0.4211,1
7300,10922,0.3518,2
7300,7510,0.1266,3
7300,6621,0.0586,4
7300,1721,0.042,5
7301,3369,0.3214,1
7301,4073,0.2084,2
7301,10858,0.1822,3
7301,12838,0.1666,4
7301,8878,0.1215,5
7302,5413,0.9548,1
7302,11277,0.0352,2
7302,13328,0.0063,3
7302,17400,0.0037,4
7303,16020,0.5114,1
7303,9191,0.3165,2
7303,11537,0.0935,3
7303,1960,0.0488,4
7303,7181,0.0266,5
7303,5086,0.0032,6
7304,5572,0.3744,1
7304,4368,0.1859,2
7304,2122,0.1184,3
7304,5318,0.116,4
7304,10224,0.1052,5
7304,4326,0.1,6
7305,7980,0.4196,1
7305,15818,0.3676,2
7305,6124,0.1246,3
7305,15858,0.052,4
7305,11606,0.0345,5
7305,6669,0.0017,6
7306,11269,0.293,1
7306,5800,0.2686,2
7306,4198,0.2616,3
7306,3458,0.1555,4
7306,6292,0.0203,5
7306,9163,0.0011,6
7307,13984,0.5363,1
7307,16574,0.4637,2
7308,13089,1.0,1
7309,13414,0.5096,1
7309,7340,0.2056,2
7309,2367,0.1453,3
7309,9795,0.1255,4
7309,15933,0.0101,5
7309,17060,0.0039,6
7310,6543,0.6294,1
7310,8021,0.3183,2
7310,7762,0.0377,3
7310,7764,0.0145,4
7311,8828,0.9205,1
7311,9112,0.0779,2
7311,12033,0.0016,3
7312,11304,0.6058,1
7312,9612,0.3477,2
7312,2983,0.0465,3
7313,6745,0.5284,1
7313,6314,0.3801,2
7313,8875,0.091,3
7313,10519,0.0005,4
7314,6800,0.5349,1
7314,4287,0.4567,2
7314,9850,0.0084,3
7315,3383,0.2797,1
7315,14051,0.2069,2
7315,6532,0.1777,3
7315,16826,0.1359,4
7315,4978,0.1332,5
7315,14952,0.0667,6
7316,1902,0.7729,1
7316,1765,0.1539,2
7316,2660,0.0733,3
7317,3170,0.4721,1
7317,7091,0.3713,2
7317,9504,0.0672,3
7317,6560,0.0553,4
7317,8833,0.0342,5
7318,4343,0.7188,1
7318,16607,0.1607,2
7318,8086,0.0653,3
7318,8280,0.0452,4
7318,8212,0.01,5
7319,4579,0.3405,1
7319,10864,0.2892,2
7319,2554,0.2317,3
7319,2735,0.1354,4
7319,4933,0.0026,5
7319,16481,0.0006,6
7320,4885,0.4662,1
7320,8807,0.3777,2
7320,2538,0.0709,3
7320,3871,0.0574,4
7320,14135,0.0277,5
7321,8905,0.3405,1
7321,15624,0.2203,2
7321,6517,0.2104,3
7321,3955,0.1215,4
7321,3459,0.0675,5
7321,16947,0.0398,6
7322,13094,0.3898,1
7322,6700,0.28,2
7322,15858,0.1681,3
7322,9761,0.0662,4
7322,7909,0.0525,5
7322,2599,0.0435,6
7323,15292,0.4423,1
7323,4978,0.2151,2
7323,10920,0.1346,3
7323,6199,0.1284,4
7323,13111,0.0487,5
7323,7788,0.031,6
7324,2986,0.4327,1
7324,9982,0.4092,2
7324,5635,0.0916,3
7324,7861,0.0573,4
7324,9150,0.0091,5
7325,7645,0.2997,1
7325,8091,0.2144,2
7325,2973,0.1923,3
7325,10127,0.1159,4
7325,6771,0.0894,5
7325,5037,0.0761,6
7325,5163,0.0123,7
7326,10547,0.5816,1
7326,8189,0.3466,2
7326,10520,0.0583,3
7326,10358,0.0077,4
7326,3173,0.0058,5
7327,7461,0.5644,1
7327,7604,0.2615,2
7327,1974,0.1431,3
7327,9577,0.0287,4
7327,10337,0.0023,5
7328,3119,0.8186,1
7328,3363,0.1569,2
7328,6723,0.0246,3
7329,3771,0.4863,1
7329,12702,0.2493,2
7329,9221,0.1067,3
7329,13269,0.0954,4
7329,13858,0.0623,5
7330,10862,0.6423,1
7330,6944,0.3577,2
7331,10651,0.6629,1
7331,10307,0.3056,2
7331,16511,0.0308,3
7331,10796,0.0007,4
7332,2676,0.4551,1
7332,3361,0.2912,2
7332,2425,0.1769,3
7332,2501,0.0297,4
7332,11357,0.0269,5
7332,16939,0.018,6
7332,14806,0.0022,7
7333,16430,0.4325,1
7333,14945,0.3766,2
7333,4197,0.0742,3
7333,11079,0.0701,4
7333,6398,0.0446,5
7333,7375,0.002,6
7334,9266,0.4587,1
7334,6114,0.4481,2
7334,3360,0.0492,3
7334,7885,0.044,4
7335,10262,0.3398,1
7335,7358,0.21,2
7335,5606,0.1449,3
7335,10428,0.1443,4
7335,4701,0.1339,5
7335,6655,0.0189,6
7335,5020,0.0082,7
7336,6319,0.4094,1
7336,7024,0.172,2
7336,5647,0.127,3
7336,10870,0.0867,4
7336,5603,0.0779,5
7336,17308,0.0708,6
7336,16513,0.0562,7
7337,2604,0.5322,1
7337,11065,0.3221,2
7337,16451,0.1457,3
7338,8380,0.3596,1
7338,7323,0.2875,2
7338,8630,0.1809,3
7338,3235,0.13,4
7338,2156,0.0307,5
7338,4059,0.0113,6
7339,3238,0.5602,1
7339,6243,0.3625,2
7339,6908,0.0392,3
7339,2218,0.0329,4
7339,14326,0.0051,5
7340,8127,0.4991,1
7340,7939,0.4842,2
7340,9441,0.0167,3
7341,6962,0.3448,1
7341,5279,0.2704,2
7341,6017,0.2104,3
7341,1985,0.115,4
7341,9781,0.0594,5
7342,2074,0.5715,1
7342,17425,0.3255,2
7342,8944,0.103,3
7343,4345,0.6863,1
7343,10653,0.1782,2
7343,13391,0.0608,3
7343,4009,0.051,4
7343,6772,0.0148,5
7343,7427,0.0089,6
7344,9880,1.0,1
7345,10721,0.3988,1
7345,13070,0.2692,2
7345,5628,0.0983,3
7345,3921,0.0886,4
7345,8846,0.0795,5
7345,16939,0.0366,6
7345,15887,0.029,7
7346,11111,0.3756,1
7346,11031,0.3562,2
7346,4379,0.1497,3
7346,8377,0.0786,4
7346,2190,0.0211,5
7346,1656,0.0188,6
7347,3331,0.3411,1
7347,6110,0.228,2
7347,5253,0.1545,3
7347,3413,0.1511,4
7347,7880,0.0703,5
7347,3606,0.055,6
7348,5076,0.224,1
7348,2928,0.2194,2
7348,2647,0.1677,3
7348,3237,0.1421,4
7348,5292,0.1367,5
7348,9745,0.0842,6
7348,10732,0.026,7
7349,17041,0.4854,1
7349,11572,0.2209,2
7349,15123,0.1954,3
7349,16419,0.0843,4
7349,12346,0.014,5
7350,8046,0.2668,1
7350,6714,0.2622,2
7350,14082,0.2081,3
7350,14858,0.1469,4
7350,13648,0.112,5
7350,6316,0.004,6
7351,5964,0.3365,1
7351,6264,0.3302,2
7351,5800,0.182,3
7351,7899,0.1206,4
7351,9995,0.0308,5
7352,3635,0.4501,1
7352,10120,0.3491,2
7352,9817,0.2,3
7352,8326,0.0007,4
7353,9717,0.3267,1
7353,7875,0.2074,2
7353,1719,0.1669,3
7353,9697,0.1278,4
7353,11027,0.0845,5
7353,10485,0.0693,6
7353,10803,0.0174,7
7354,6685,0.2729,1
7354,2941,0.2556,2
7354,15024,0.2264,3
7354,12729,0.1606,4
7354,6754,0.0845,5
7355,10653,0.6375,1
7355,8637,0.2884,2
7355,5609,0.0742,3
7356,8623,0.4591,1
7356,2131,0.2841,2
7356,10260,0.1347,3
7356,8044,0.122,4
7357,3344,0.793,1
7357,6625,0.1766,2
7357,1725,0.0303,3
7358,6198,0.4818,1
7358,6202,0.3373,2
7358,3395,0.1189,3
7358,3231,0.0577,4
7358,2261,0.0043,5
7359,7470,0.88,1
7359,7872,0.1089,2
7359,7740,0.0111,3
7360,4068,0.4874,1
7360,3809,0.3917,2
7360,2629,0.1209,3
7361,8954,0.8117,1
7361,6126,0.1438,2
7361,8801,0.0444,3
7362,6017,0.3651,1
7362,2270,0.2413,2
7362,9115,0.1949,3
7362,13130,0.16,4
7362,13496,0.0272,5
7362,2186,0.0115,6
7363,11465,0.5944,1
7363,15994,0.2211,2
7363,2328,0.1316,3
7363,7346,0.0529,4
7364,5122,0.9634,1
7364,3897,0.0366,2
7365,3245,0.4789,1
7365,4297,0.1902,2
7365,4027,0.1408,3
7365,7254,0.1224,4
7365,1654,0.0306,5
7365,9208,0.0245,6
7365,4176,0.0126,7
7366,2779,0.5896,1
7366,4692,0.2022,2
7366,7217,0.0569,3
7366,8940,0.0475,4
7366,9628,0.0453,5
7366,17580,0.0315,6
7366,2023,0.0271,7
7367,4351,0.4526,1
7367,6721,0.4062,2
7367,6328,0.1261,3
7367,2099,0.0151,4
7368,13048,0.4941,1
7368,10029,0.25,2
7368,17076,0.2025,3
7368,4372,0.0288,4
7368,4164,0.0247,5
7369,2653,0.6132,1
7369,16128,0.2086,2
7369,15360,0.1782,3
7370,15029,0.3622,1
7370,8574,0.3437,2
7370,12677,0.1895,3
7370,2608,0.0684,4
7370,1838,0.0237,5
7370,15360,0.0102,6
7370,9027,0.0022,7
7371,3845,0.3301,1
7371,5603,0.2346,2
7371,7981,0.21,3
7371,15557,0.1603,4
7371,13037,0.0312,5
7371,9976,0.0238,6
7371,10917,0.0099,7
7372,5138,0.5067,1
7372,7191,0.1619,2
7372,7500,0.1544,3
7372,13117,0.1135,4
7372,13046,0.032,5
7372,8903,0.0303,6
7372,12726,0.0012,7
7373,10541,0.4339,1
7373,12019,0.3168,2
7373,2280,0.1535,3
7373,15007,0.0958,4
7374,2826,0.8093,1
7374,16225,0.0981,2
7374,4223,0.0926,3
7375,6807,0.4714,1
7375,5125,0.1829,2
7375,5381,0.1731,3
7375,11031,0.1448,4
7375,3181,0.0143,5
7375,9669,0.0136,6
7376,9521,0.3822,1
7376,13218,0.2877,2
7376,1819,0.2717,3
7376,10201,0.0585,4
7377,4084,0.9555,1
7377,8703,0.0445,2
7378,14971,0.593,1
7378,10729,0.2843,2
7378,13190,0.1028,3
7378,4399,0.0199,4
7379,3653,0.2409,1
7379,1730,0.2155,2
7379,4211,0.1666,3
7379,7511,0.1533,4
7379,6574,0.134,5
7379,12441,0.0796,6
7379,5090,0.0102,7
7380,3756,0.5006,1
7380,1799,0.2419,2
7380,3063,0.1406,3
7380,2196,0.1168,4
7381,6407,0.5488,1
7381,7058,0.4512,2
7382,1867,0.6543,1
7382,7189,0.2229,2
7382,2421,0.1225,3
7382,5777,0.0003,4
7383,12725,0.8837,1
7383,8011,0.1163,2
7384,9213,1.0,1
7385,7334,0.4361,1
7385,2678,0.2826,2
7385,8057,0.2814,3
7386,16782,0.6351,1
7386,10729,0.3015,2
7386,2110,0.0227,3
7386,2183,0.0213,4
7386,17097,0.0194,5
7387,4775,0.4164,1
7387,2079,0.3422,2
7387,2159,0.1792,3
7387,10270,0.0541,4
7387,8689,0.0081,5
7388,7267,0.4559,1
7388,6556,0.2176,2
7388,10937,0.1377,3
7388,3296,0.0583,4
7388,5057,0.0573,5
7388,9028,0.0476,6
7388,7990,0.0256,7
7389,8137,0.4413,1
7389,3410,0.1848,2
7389,1983,0.1755,3
7389,6839,0.1727,4
7389,7483,0.02,5
7389,5484,0.0057,6
7390,17598,0.6639,1
7390,9078,0.2629,2
7390,3205,0.0732,3
7391,9435,0.6232,1
7391,9836,0.3379,2
7391,7317,0.0388,3
7392,10695,0.5374,1
7392,6884,0.33,2
7392,8055,0.086,3
7392,5634,0.0466,4
7393,6042,1.0,1
7394,10558,0.7483,1
7394,4805,0.1564,2
7394,5953,0.0953,3
7395,16520,0.6284,1
7395,9966,0.1842,2
7395,16783,0.145,3
7395,5984,0.0424,4
7396,7760,0.3876,1
7396,8134,0.2834,2
7396,4339,0.2701,3
7396,4451,0.0341,4
7396,2421,0.0231,5
7396,4445,0.0017,6
7397,15122,0.5021,1
7397,7720,0.262,2
7397,3888,0.2358,3
7398,5176,0.6323,1
7398,6642,0.2041,2
7398,9491,0.0756,3
7398,9595,0.0623,4
7398,3026,0.0257,5
7399,6882,0.4284,1
7399,9811,0.402,2
7399,7911,0.1071,3
7399,6096,0.0494,4
7399,1999,0.0131,5
7400,4464,1.0,1
7401,6657,0.3254,1
7401,8110,0.2529,2
7401,5545,0.2063,3
7401,6236,0.2011,4
7401,9402,0.0143,5
7402,7233,0.459,1
7402,8103,0.4191,2
7402,3356,0.1063,3
7402,4398,0.0156,4
7403,11372,0.5248,1
7403,5414,0.4752,2
7404,6073,0.6631,1
7404,11489,0.1442,2
7404,11161,0.1411,3
7404,12954,0.0375,4
7404,7748,0.0105,5
7404,7745,0.0036,6
7405,13057,0.7677,1
7405,5446,0.1714,2
7405,6524,0.0428,3
7405,6528,0.0181,4
7406,5358,0.3706,1
7406,7032,0.3464,2
7406,3692,0.09,3
7406,2752,0.0762,4
7406,5256,0.0511,5
7406,2086,0.0431,6
7406,7262,0.0226,7
7407,5155,0.7274,1
7407,3292,0.1661,2
7407,5995,0.0914,3
7407,6114,0.0151,4
7408,2377,0.5545,1
7408,1961,0.423,2
7408,1780,0.0164,3
7408,9352,0.0061,4
7409,6718,0.6742,1
