CustomerKey,AgeGroup,MonthsAsCustomer,ChurnRiskScore,LifetimeValue,AvgSessionMinutes,PaymentReliability,CustomerSegment
15893,young_adult,40,0.859,626.42,79.0,0.799,Bronze
15894,adult,194,0.19,2062.12,122.3,0.84,Gold
15895,adult,182,0.167,2574.36,78.0,0.774,Silver
15896,middle_aged,166,0.264,2050.96,75.3,0.898,Silver
15897,middle_aged,140,0.232,1414.93,62.3,0.808,Silver
15898,young_adult,2,0.421,117.83,37.2,0.76,Bronze
15899,adult,163,0.18,1535.47,49.3,0.853,Silver
15900,adult,139,0.253,2228.58,83.9,0.727,Silver
15901,young_adult,5,0.359,137.39,78.1,0.855,Bronze
15902,adult,188,0.804,1867.28,41.6,0.862,Bronze
15903,middle_aged,160,0.23,1842.59,60.5,0.852,Silver
15904,middle_aged,110,0.251,1337.52,78.3,0.933,Silver
15905,adult,196,0.167,2777.56,134.5,0.838,Gold
15906,adult,186,0.245,2266.55,42.9,0.755,Silver
15907,middle_aged,194,0.197,2672.59,35.2,0.953,Silver
15908,adult,173,0.154,1877.95,48.6,0.833,Silver
15909,middle_aged,18,0.365,325.31,79.7,0.987,Silver
15910,adult,1,0.381,105.08,102.1,0.802,Bronze
15911,middle_aged,20,0.338,390.43,119.2,0.731,Bronze
15912,adult,150,0.268,1884.19,52.0,0.762,Silver
15913,adult,96,0.274,1724.66,55.2,0.968,Silver
15914,adult,70,0.282,595.56,60.8,0.959,Silver
15915,young_adult,13,0.972,222.94,47.0,0.779,Bronze
15916,adult,155,0.242,3089.43,111.6,0.715,Silver
15917,adult,131,0.239,1158.52,87.2,0.761,Silver
15918,adult,2,0.779,135.27,34.1,0.873,Bronze
15919,middle_aged,162,0.189,1761.22,54.2,0.824,Silver
15920,adult,190,0.164,3797.17,99.1,0.932,Gold
15921,young_adult,45,0.318,680.27,98.3,0.907,Silver
15922,adult,96,0.306,863.28,42.5,0.731,Bronze
15923,young_adult,11,0.968,125.52,107.1,0.971,Bronze
15924,adult,1,0.362,98.32,72.8,0.858,Bronze
15925,young_adult,9,0.367,136.91,35.7,0.857,Bronze
15926,middle_aged,1,0.389,85.07,95.2,0.949,Silver
15927,adult,32,0.341,282.81,108.6,0.829,Silver
15928,adult,167,0.185,1467.72,83.4,0.835,Silver
15929,adult,187,0.211,2578.87,48.1,0.812,Silver
15930,adult,177,0.81,2985.68,66.1,0.758,Bronze
15931,adult,176,0.214,2081.1,63.9,0.793,Silver
15932,young_adult,47,0.336,428.13,24.8,0.956,Silver
15933,middle_aged,174,0.194,2657.22,83.1,0.836,Silver
15934,young_adult,1,0.463,73.05,42.2,0.711,Bronze
15935,adult,110,0.362,1506.67,26.8,0.711,Bronze
15936,middle_aged,164,0.167,2517.2,41.6,0.951,Silver
15937,young_adult,55,0.284,1061.36,159.6,0.838,Silver
15938,adult,123,0.942,2359.12,143.7,0.864,Bronze
15939,young_adult,1,0.401,142.65,89.6,0.755,Bronze
15940,adult,196,0.236,3481.36,69.9,0.882,Silver
15941,adult,170,0.227,1892.66,110.6,0.74,Silver
15942,middle_aged,144,0.245,2306.26,54.2,0.866,Silver
15943,middle_aged,152,0.954,1659.65,43.5,0.89,Bronze
15944,adult,139,0.209,2002.91,121.3,0.84,Silver
15945,adult,188,0.233,3154.85,23.9,0.878,Silver
15946,young_adult,13,0.364,147.0,105.5,0.846,Bronze
15947,middle_aged,1,0.362,88.15,80.5,0.888,Bronze
15948,young_adult,54,0.887,956.74,65.5,0.995,Bronze
15949,young_adult,30,0.3,581.51,167.1,0.848,Silver
15950,young_adult,3,0.372,136.32,82.9,0.792,Bronze
15951,young_adult,9,0.251,139.96,119.6,0.911,Silver
15952,middle_aged,191,0.854,3316.16,49.9,0.812,Bronze
15953,young_adult,1,0.911,76.85,83.2,0.795,Bronze
15954,adult,169,0.788,2229.24,56.5,0.956,Bronze
15955,young_adult,1,0.352,108.04,50.4,0.909,Bronze
15956,adult,28,0.366,507.59,48.6,0.846,Bronze
15957,adult,67,0.291,858.51,121.3,0.862,Silver
15958,middle_aged,133,0.205,2458.78,118.5,0.997,Gold
15959,adult,1,0.336,155.79,104.1,0.968,Silver
15960,adult,169,0.158,2650.49,41.4,0.932,Silver
15961,adult,191,0.129,3690.45,64.6,0.979,Gold
15962,adult,68,0.259,947.81,65.3,0.997,Silver
15963,young_adult,62,0.348,945.52,60.8,0.712,Bronze
15964,adult,1,0.38,153.28,63.0,0.824,Bronze
15965,young_adult,60,0.3,906.09,115.9,0.91,Silver
15966,young_adult,56,0.34,578.46,70.8,0.919,Silver
15967,adult,94,0.786,1029.4,69.2,0.937,Bronze
15968,adult,190,0.185,2389.08,80.8,0.782,Silver
15969,adult,174,0.218,3113.84,50.1,0.881,Silver
15970,adult,113,0.243,966.94,26.6,0.929,Silver
15971,middle_aged,124,0.285,2381.99,59.7,0.858,Silver
15972,adult,128,0.968,2217.3,79.9,0.978,Bronze
15973,young_adult,1,0.419,115.31,49.7,0.901,Bronze
15974,young_adult,8,0.38,154.4,34.2,0.842,Bronze
15975,young_adult,1,0.44,76.97,20.6,0.75,Bronze
15976,adult,122,0.247,1831.29,57.4,0.792,Silver
15977,adult,113,0.27,1505.24,123.5,0.722,Silver
15978,adult,90,0.341,1387.41,70.7,0.797,Silver
15979,adult,145,0.881,2111.05,119.0,0.919,Bronze
15980,adult,174,0.214,2747.66,59.4,0.738,Silver
15981,young_adult,54,0.379,841.03,26.4,0.719,Bronze
15982,middle_aged,146,0.187,1920.21,100.2,0.908,Silver
15983,young_adult,1,0.388,86.06,72.0,0.844,Bronze
15984,adult,66,0.265,1088.05,110.7,0.867,Silver
15985,adult,1,0.381,84.81,30.0,0.73,Bronze
15986,adult,154,0.731,3016.9,51.0,0.889,Bronze
15987,middle_aged,30,0.351,495.84,40.7,0.803,Bronze
15988,adult,133,0.237,2116.99,81.8,0.779,Silver
15989,adult,78,0.833,1240.34,79.6,0.877,Bronze
15990,middle_aged,194,0.229,2627.1,26.8,0.708,Silver
15991,young_adult,43,0.354,716.52,42.1,0.749,Bronze
15992,middle_aged,168,0.251,3254.04,37.8,0.733,Silver
15993,adult,157,0.3,2243.13,80.4,0.702,Silver
15994,adult,165,0.931,2777.68,94.5,0.898,Bronze
15995,young_adult,2,0.405,155.73,43.8,0.716,Bronze
15996,adult,182,0.177,3414.6,45.2,0.803,Silver
15997,middle_aged,97,0.295,1913.65,49.8,0.74,Bronze
15998,young_adult,17,0.374,163.22,57.0,0.842,Bronze
15999,adult,110,0.24,1384.65,64.6,0.882,Silver
16000,middle_aged,187,0.846,2878.01,98.6,0.754,Bronze
16001,adult,157,0.183,2853.58,58.7,0.963,Silver
16002,middle_aged,105,0.266,2023.08,97.8,0.81,Silver
16003,adult,146,0.214,2334.78,26.8,0.843,Silver
16004,adult,126,0.285,1476.21,72.0,0.705,Silver
16005,young_adult,28,0.266,416.77,118.9,0.992,Silver
16006,adult,34,0.33,371.56,71.7,0.914,Silver
16007,adult,182,0.954,3451.76,105.9,0.843,Bronze
16008,young_adult,76,0.329,1284.37,50.6,0.908,Silver
16009,adult,164,0.13,1452.1,84.7,0.981,Gold
16010,adult,98,0.21,1506.68,93.1,0.913,Silver
16011,young_adult,31,0.923,358.46,103.1,0.965,Bronze
16012,adult,24,0.349,376.49,69.5,0.976,Silver
16013,adult,68,0.353,942.53,50.3,0.73,Bronze
16014,adult,7,0.96,157.96,56.3,0.961,Bronze
16015,adult,61,0.333,720.46,62.6,0.92,Silver
16016,adult,145,0.183,2213.15,48.7,0.973,Silver
16017,middle_aged,118,0.776,2040.24,47.1,0.898,Bronze
16018,young_adult,25,0.886,390.76,60.8,0.708,Bronze
16019,adult,102,0.227,1587.65,105.8,0.866,Silver
16020,adult,1,0.336,72.75,94.0,0.946,Silver
16021,middle_aged,133,0.185,1801.49,40.3,0.935,Silver
16022,adult,1,0.406,110.46,80.9,0.767,Bronze
16023,adult,69,0.285,604.17,69.2,0.897,Silver
16024,adult,94,0.917,1116.89,63.8,0.87,Bronze
16025,young_adult,1,0.733,94.88,84.3,0.703,Bronze
16026,young_adult,15,0.229,295.4,79.7,0.956,Silver
16027,adult,58,0.314,1015.71,65.8,0.756,Bronze
16028,adult,196,0.202,2976.18,111.7,0.846,Gold
16029,adult,166,0.168,2535.24,36.5,0.948,Silver
16030,adult,33,0.385,576.86,35.3,0.726,Bronze
16031,adult,190,0.192,1868.82,82.4,0.874,Silver
16032,young_adult,1,0.438,143.87,86.6,0.798,Bronze
16033,young_adult,59,0.282,1114.74,39.3,0.991,Silver
16034,middle_aged,139,0.153,2561.62,180.0,0.864,Gold
16035,adult,147,0.282,2729.97,22.9,0.824,Silver
16036,middle_aged,164,0.229,2071.13,41.9,0.771,Silver
16037,adult,165,0.815,1974.88,64.4,0.727,Bronze
16038,adult,120,0.774,1499.28,53.9,0.74,Bronze
16039,adult,144,0.317,2734.72,46.7,0.725,Silver
16040,adult,86,0.315,1590.9,64.4,0.889,Silver
16041,adult,131,0.212,1869.91,82.6,0.837,Silver
16042,adult,176,0.247,1509.2,64.2,0.709,Silver
16043,adult,111,0.33,1386.43,32.7,0.793,Silver
16044,adult,46,0.363,448.31,81.8,0.757,Bronze
16045,adult,63,0.315,784.49,42.1,0.925,Silver
16046,adult,180,0.173,2495.38,102.6,0.983,Gold
16047,adult,158,0.259,1870.03,47.6,0.758,Silver
16048,adult,128,0.269,2317.55,80.9,0.958,Silver
16049,adult,74,0.264,1318.58,85.4,0.902,Silver
16050,adult,104,0.257,1686.57,43.1,0.93,Silver
16051,young_adult,13,0.351,252.84,60.1,0.796,Bronze
16052,adult,144,0.242,1938.63,99.4,0.854,Silver
16053,adult,134,0.235,2519.63,87.4,0.849,Silver
16054,young_adult,15,0.347,286.11,55.6,0.941,Bronze
16055,young_adult,1,0.395,131.08,61.8,0.859,Bronze
16056,adult,122,0.358,2280.79,77.9,0.713,Silver
16057,adult,169,0.219,2752.36,34.7,0.767,Silver
16058,adult,165,0.208,1885.21,151.4,0.871,Gold
16059,middle_aged,170,0.891,1813.56,106.3,0.745,Bronze
16060,young_adult,6,0.415,136.42,100.4,0.906,Silver
16061,adult,81,0.273,1345.87,72.7,0.942,Silver
16062,adult,60,0.285,586.97,85.5,0.868,Silver
16063,adult,186,0.271,2999.84,73.3,0.731,Silver
16064,young_adult,1,0.413,95.46,96.0,0.717,Bronze
16065,adult,189,0.202,2960.02,151.2,0.828,Gold
16066,adult,123,0.244,1489.22,45.4,0.94,Silver
16067,adult,170,0.834,2482.66,116.0,0.771,Bronze
16068,middle_aged,167,0.152,2458.07,141.8,0.837,Gold
16069,young_adult,14,0.974,179.31,85.2,0.979,Bronze
16070,adult,179,0.88,2167.34,90.7,0.808,Bronze
16071,adult,136,0.261,1168.52,59.1,0.832,Silver
16072,adult,88,0.258,841.3,56.7,0.99,Silver
16073,middle_aged,179,0.205,3334.24,41.6,0.991,Gold
16074,adult,166,0.278,2136.09,52.7,0.781,Silver
16075,adult,137,0.307,1521.64,45.7,0.721,Silver
16076,adult,159,0.222,1694.11,28.3,0.864,Silver
16077,young_adult,2,0.293,131.92,98.5,0.943,Silver
16078,middle_aged,71,0.756,980.38,59.3,0.733,Bronze
16079,middle_aged,57,0.301,746.58,152.2,0.819,Silver
16080,adult,134,0.732,2376.61,50.0,0.896,Bronze
16081,young_adult,38,0.337,361.79,59.1,0.85,Bronze
16082,adult,141,0.209,1507.18,92.3,0.865,Silver
16083,adult,126,0.204,1154.72,75.0,0.797,Silver
16084,adult,69,0.273,946.28,82.8,0.971,Silver
16085,adult,96,0.199,1478.54,31.0,0.974,Silver
16086,young_adult,42,0.28,452.38,42.6,0.892,Bronze
16087,adult,182,0.86,2850.33,57.3,0.772,Bronze
16088,young_adult,10,0.33,146.1,180.0,0.902,Silver
16089,adult,113,0.279,1556.33,49.2,0.96,Silver
16090,adult,93,0.28,1616.44,64.3,0.874,Silver
16091,adult,115,0.307,1209.04,62.3,0.873,Silver
16092,adult,62,0.283,1225.27,95.0,0.925,Silver
16093,young_adult,1,0.911,72.48,17.1,0.847,Bronze
16094,adult,166,0.208,2037.75,141.5,0.791,Silver
16095,adult,119,0.311,2233.85,87.1,0.882,Silver
16096,middle_aged,96,0.292,1189.77,42.0,0.995,Silver
16097,adult,99,0.86,1856.85,45.9,0.765,Bronze
16098,adult,173,0.15,2853.81,73.7,0.953,Gold
16099,adult,99,0.186,1683.55,122.0,0.833,Silver
16100,adult,72,0.277,1323.71,124.6,0.918,Silver
16101,adult,90,0.259,1554.55,90.1,0.734,Silver
16102,young_adult,1,0.348,83.77,101.3,0.877,Bronze
16103,young_adult,2,0.367,136.58,58.0,0.956,Bronze
16104,adult,194,0.165,2228.73,21.3,0.921,Silver
16105,adult,139,0.201,2036.18,105.3,0.857,Silver
16106,adult,108,0.253,2096.85,138.9,0.982,Gold
16107,adult,102,0.276,1476.55,77.7,0.897,Silver
16108,adult,165,0.862,2185.01,58.4,0.785,Bronze
16109,young_adult,37,0.374,527.44,85.6,0.755,Bronze
16110,adult,192,0.847,1713.32,47.9,0.942,Bronze
16111,adult,129,0.237,2330.2,97.6,0.781,Silver
16112,adult,59,0.314,932.7,144.0,0.914,Silver
16113,young_adult,49,0.331,882.81,144.2,0.814,Silver
16114,adult,84,0.247,992.53,69.6,0.925,Silver
16115,adult,120,0.227,2319.23,73.7,0.787,Silver
16116,adult,83,0.262,891.35,58.1,0.966,Silver
16117,adult,35,0.383,535.95,45.1,0.754,Bronze
16118,adult,150,0.222,2149.74,35.7,0.979,Silver
16119,young_adult,43,0.296,544.67,44.2,0.915,Silver
16120,young_adult,1,0.294,126.43,100.5,0.997,Silver
16121,adult,102,0.29,1831.17,90.5,0.776,Silver
16122,adult,80,0.401,1126.25,41.0,0.767,Bronze
16123,young_adult,1,0.335,111.18,102.4,0.979,Silver
16124,adult,1,0.32,117.06,87.2,0.949,Silver
16125,adult,23,0.95,405.48,45.7,0.864,Bronze
16126,middle_aged,186,0.191,3188.57,73.5,0.809,Silver
16127,adult,182,0.888,1832.26,106.5,0.998,Bronze
16128,middle_aged,169,0.178,2442.74,163.3,0.828,Gold
16129,adult,60,0.394,937.07,73.2,0.706,Bronze
16130,middle_aged,67,0.278,996.45,90.4,0.958,Silver
16131,young_adult,18,0.357,231.25,56.2,0.9,Bronze
16132,adult,173,0.27,3082.81,27.0,0.726,Silver
16133,middle_aged,111,0.301,2039.76,99.8,0.746,Silver
16134,young_adult,28,0.392,559.55,78.6,0.796,Bronze
16135,adult,63,0.275,1152.83,45.4,0.95,Silver
16136,adult,166,0.204,2907.3,70.5,0.887,Silver
16137,adult,148,0.229,2517.74,99.3,0.77,Silver
16138,adult,179,0.242,2203.96,51.0,0.711,Silver
16139,adult,102,0.87,1665.99,59.7,0.8,Bronze
16140,middle_aged,143,0.207,2667.2,81.3,0.92,Silver
16141,adult,82,0.309,1214.69,106.7,0.799,Silver
16142,young_adult,1,0.367,152.65,46.8,0.856,Bronze
16143,young_adult,1,0.386,131.54,76.2,0.928,Bronze
16144,adult,84,0.863,1279.51,50.3,0.811,Bronze
16145,adult,122,0.229,1974.03,80.5,0.906,Silver
16146,adult,114,0.26,1271.67,37.4,0.945,Silver
16147,young_adult,70,0.255,1128.89,143.7,0.744,Silver
16148,young_adult,71,0.336,1361.99,29.3,0.816,Bronze
16149,adult,61,0.308,1157.89,88.7,0.936,Silver
16150,adult,101,0.315,1697.4,85.1,0.705,Bronze
16151,middle_aged,155,0.333,2506.36,28.6,0.762,Silver
16152,adult,95,0.332,1837.57,95.1,0.831,Silver
16153,middle_aged,25,0.372,274.45,33.2,0.93,Bronze
16154,young_adult,78,0.29,840.57,102.8,0.998,Silver
16155,young_adult,28,0.401,401.53,52.3,0.883,Bronze
16156,middle_aged,184,0.065,2835.83,168.1,1.0,Gold
16157,adult,123,0.202,2243.92,85.6,0.976,Silver
16158,middle_aged,163,0.234,2474.4,123.6,0.741,Silver
16159,young_adult,19,0.412,269.7,83.3,0.974,Silver
16160,middle_aged,168,0.193,2921.64,166.7,0.786,Gold
16161,young_adult,1,0.902,158.18,54.3,0.868,Bronze
16162,middle_aged,1,0.406,133.59,61.1,0.705,Bronze
16163,adult,180,0.134,2688.67,109.6,0.92,Gold
16164,middle_aged,57,0.274,682.54,50.9,0.988,Silver
16165,adult,138,0.243,1894.05,86.2,0.933,Silver
16166,adult,90,0.959,1188.62,45.1,0.915,Bronze
16167,adult,96,0.251,1203.03,66.4,0.994,Silver
16168,adult,142,0.261,1252.68,130.8,0.708,Silver
16169,adult,195,0.24,3187.5,92.5,0.711,Silver
16170,middle_aged,134,0.188,2184.82,73.2,0.894,Silver
16171,adult,67,0.309,1168.21,56.6,0.81,Bronze
16172,adult,101,0.338,1684.69,81.1,0.801,Silver
16173,adult,129,0.237,1520.38,48.5,0.93,Silver
16174,young_adult,57,0.28,998.09,65.8,0.965,Silver
16175,adult,96,0.836,1883.39,45.8,0.854,Bronze
16176,adult,105,0.24,1546.94,111.5,0.871,Silver
16177,adult,153,0.208,1745.13,80.2,0.823,Silver
16178,adult,129,0.846,1257.05,160.0,0.989,Bronze
16179,adult,1,0.881,106.94,74.3,0.802,Bronze
16180,middle_aged,174,0.188,2055.19,56.3,0.943,Gold
16181,young_adult,46,0.314,682.58,67.5,0.857,Bronze
16182,adult,141,0.828,2023.56,43.9,0.886,Bronze
16183,young_adult,17,0.328,223.27,73.0,0.976,Silver
16184,adult,68,0.337,840.43,87.4,0.87,Silver
16185,adult,1,0.732,168.67,35.4,0.952,Bronze
16186,adult,117,0.273,2287.21,113.2,0.76,Silver
16187,young_adult,27,0.325,335.1,64.8,0.849,Bronze
16188,adult,178,0.225,2335.26,123.2,0.917,Gold
16189,adult,196,0.174,1994.67,66.1,0.982,Gold
16190,young_adult,76,0.251,813.29,180.0,0.842,Silver
16191,middle_aged,153,0.164,2834.98,43.7,0.905,Silver
16192,adult,83,0.288,1304.36,107.5,0.808,Silver
16193,adult,168,0.24,1457.21,38.6,0.789,Silver
16194,adult,180,0.209,2643.16,130.7,0.748,Silver
16195,adult,194,0.168,3041.97,71.6,0.951,Gold
16196,adult,139,0.913,2552.93,66.0,0.857,Bronze
16197,adult,189,0.802,1932.95,36.6,0.749,Bronze
16198,adult,1,0.327,132.79,113.3,0.94,Silver
16199,adult,150,0.253,2843.88,97.5,0.722,Silver
16200,middle_aged,182,0.241,3382.07,35.2,0.785,Silver
16201,adult,76,0.281,1253.03,148.8,0.896,Silver
16202,young_adult,37,0.336,386.65,61.9,0.885,Bronze
16203,adult,1,0.469,75.64,69.2,0.731,Bronze
16204,adult,46,0.758,550.56,74.2,0.962,Bronze
16205,young_adult,1,0.443,122.22,23.7,0.774,Bronze
16206,young_adult,1,0.404,133.61,33.4,0.802,Bronze
16207,adult,66,0.386,567.62,71.5,0.738,Bronze
16208,adult,94,0.282,1287.16,94.3,0.859,Silver
16209,middle_aged,1,0.453,95.96,57.8,0.769,Bronze
16210,adult,135,0.238,2215.65,131.6,0.964,Gold
16211,young_adult,61,0.89,1187.9,79.7,0.981,Bronze
16212,adult,151,0.26,1802.47,74.8,0.953,Silver
16213,adult,1,0.339,85.86,70.7,0.831,Bronze
16214,young_adult,17,0.345,237.55,93.8,0.978,Silver
16215,adult,190,0.164,1702.62,103.9,0.899,Gold
16216,middle_aged,37,0.372,315.55,43.0,0.826,Bronze
16217,young_adult,4,0.4,139.27,38.3,0.744,Bronze
16218,adult,93,0.309,1143.99,116.5,0.938,Silver
16219,adult,155,0.137,2263.43,120.9,0.948,Gold
16220,middle_aged,1,0.367,138.34,49.8,0.934,Bronze
16221,adult,152,0.218,1416.73,73.7,0.891,Silver
16222,adult,80,0.295,915.16,36.5,0.751,Bronze
16223,middle_aged,47,0.379,508.88,31.7,0.704,Bronze
16224,adult,114,0.23,998.61,86.9,0.947,Silver
16225,adult,1,0.795,92.02,67.8,0.834,Bronze
16226,adult,75,0.335,1176.2,81.3,0.804,Silver
16227,adult,47,0.391,667.57,62.6,0.781,Bronze
16228,adult,180,0.201,2356.55,82.3,0.74,Silver
16229,adult,116,0.316,2022.72,31.1,0.892,Silver
16230,adult,130,0.276,2254.08,47.3,0.76,Silver
16231,adult,186,0.176,2038.6,70.7,0.91,Gold
16232,adult,169,0.183,1768.41,145.1,0.731,Silver
16233,middle_aged,13,0.383,243.28,83.3,0.703,Bronze
16234,middle_aged,145,0.224,1860.64,78.4,0.888,Silver
16235,adult,180,0.145,1857.49,101.8,0.856,Gold
16236,young_adult,1,0.345,139.27,104.6,0.819,Bronze
16237,adult,37,0.965,446.86,100.8,0.987,Bronze
16238,adult,67,0.268,1093.88,140.4,0.935,Silver
16239,middle_aged,156,0.265,2328.09,64.0,0.721,Silver
16240,adult,79,0.29,757.79,71.8,0.911,Silver
16241,adult,68,0.243,609.77,115.5,0.904,Silver
16242,adult,28,0.314,405.1,97.9,0.947,Silver
16243,young_adult,55,0.373,543.64,46.8,0.765,Bronze
16244,young_adult,23,0.411,302.77,56.7,0.712,Bronze
16245,adult,48,0.276,560.2,73.1,0.926,Silver
16246,senior,6,0.943,119.21,64.2,0.995,Bronze
16247,middle_aged,142,0.153,2556.04,104.7,0.879,Silver
16248,adult,107,0.262,1254.92,57.4,0.708,Bronze
16249,senior,164,0.234,3014.9,60.6,0.8,Silver
16250,young_adult,1,0.403,89.72,30.7,0.751,Bronze
16251,adult,56,0.32,1003.28,58.9,0.813,Bronze
16252,middle_aged,186,0.749,3514.76,56.1,0.932,Bronze
16253,adult,169,0.184,2539.16,29.1,0.986,Silver
16254,adult,109,0.319,1300.2,21.6,0.869,Silver
16255,adult,94,0.733,928.56,180.0,0.978,Bronze
16256,adult,115,0.253,2072.52,90.2,0.949,Silver
16257,adult,81,0.301,1392.26,106.5,0.757,Silver
16258,adult,159,0.921,1785.39,84.2,0.774,Bronze
16259,adult,58,0.202,615.04,113.9,0.998,Silver
16260,adult,10,0.473,124.86,75.0,0.708,Bronze
16261,adult,157,0.224,1941.21,122.2,0.861,Silver
16262,middle_aged,92,0.307,1780.39,33.2,0.88,Silver
16263,adult,74,0.339,793.02,103.1,0.764,Silver
16264,adult,166,0.764,1441.82,80.0,0.924,Bronze
16265,adult,52,0.297,680.56,79.5,0.928,Silver
16266,young_adult,50,0.35,486.01,54.8,0.765,Bronze
16267,young_adult,35,0.318,661.16,108.7,0.849,Silver
16268,middle_aged,81,0.283,719.34,116.1,0.765,Silver
16269,young_adult,19,0.336,223.54,70.1,0.998,Silver
16270,middle_aged,81,0.291,807.95,62.0,0.925,Silver
16271,adult,6,0.342,130.88,149.5,0.985,Silver
16272,adult,1,0.425,154.63,95.3,0.716,Bronze
16273,adult,75,0.261,787.04,98.3,0.931,Silver
16274,adult,182,0.882,2120.98,71.7,0.703,Bronze
16275,young_adult,28,0.351,500.61,76.6,0.771,Bronze
16276,adult,59,0.884,603.78,128.7,0.929,Bronze
16277,adult,119,0.222,1967.21,148.1,0.795,Silver
16278,adult,46,0.311,812.24,93.5,0.96,Silver
16279,adult,137,0.267,1550.34,35.3,0.813,Silver
16280,adult,154,0.233,1841.38,105.9,0.729,Silver
16281,young_adult,56,0.338,922.24,76.9,0.9,Silver
16282,adult,161,0.855,1721.48,73.7,0.7,Bronze
16283,adult,118,0.268,1701.46,48.2,0.724,Bronze
16284,adult,86,0.362,1270.37,44.8,0.718,Bronze
16285,middle_aged,196,0.158,2149.62,74.7,0.972,Gold
16286,adult,185,0.161,1669.85,81.9,0.759,Silver
16287,adult,108,0.38,1575.04,65.2,0.804,Silver
16288,adult,150,0.148,2687.01,55.2,0.964,Silver
16289,adult,180,0.23,1590.69,99.3,0.723,Silver
16290,adult,1,0.413,111.07,93.4,0.745,Bronze
16291,middle_aged,115,0.199,1542.03,42.2,0.929,Silver
16292,young_adult,1,0.388,103.46,98.6,0.851,Bronze
16293,young_adult,74,0.296,757.92,91.4,0.76,Bronze
16294,adult,91,0.29,1676.36,49.6,0.85,Silver
16295,adult,143,0.756,1333.44,88.6,0.933,Bronze
16296,adult,163,0.266,2227.77,84.3,0.784,Silver
16297,middle_aged,113,0.355,2110.3,49.6,0.745,Bronze
16298,adult,184,0.262,2073.89,54.0,0.853,Silver
16299,adult,126,0.956,2332.71,133.4,0.92,Bronze
16300,middle_aged,53,0.262,544.51,123.5,0.839,Silver
16301,adult,36,0.749,468.69,140.9,0.865,Bronze
16302,young_adult,19,0.402,228.77,153.7,0.906,Silver
16303,young_adult,20,0.296,342.17,113.1,0.908,Silver
16304,young_adult,60,0.341,601.55,117.8,0.825,Silver
16305,adult,118,0.301,1863.56,31.6,0.738,Bronze
16306,adult,85,0.237,1424.75,104.5,0.851,Silver
16307,young_adult,15,0.372,186.0,71.0,0.823,Bronze
16308,adult,175,0.286,2742.3,39.3,0.799,Silver
16309,middle_aged,155,0.185,2128.78,106.8,0.934,Gold
16310,adult,103,0.295,1412.21,78.6,0.906,Silver
16311,young_adult,35,0.327,602.4,111.0,0.942,Silver
16312,adult,115,0.261,1027.21,144.3,0.915,Silver
16313,young_adult,1,0.394,130.22,85.0,0.843,Bronze
16314,adult,103,0.253,1494.52,68.1,0.874,Silver
16315,adult,193,0.86,2941.26,103.8,0.875,Bronze
16316,adult,136,0.243,2000.19,64.2,0.891,Silver
16317,adult,173,0.216,2727.75,73.4,0.885,Silver
16318,adult,1,0.415,158.86,44.4,0.725,Bronze
16319,middle_aged,80,0.283,727.36,56.7,0.955,Silver
16320,adult,179,0.106,2328.0,180.0,0.991,Gold
16321,middle_aged,137,0.219,2275.82,53.7,0.9,Silver
16322,adult,67,0.8,1014.71,77.9,0.94,Bronze
16323,adult,1,0.445,155.79,78.1,0.729,Bronze
16324,young_adult,1,0.396,100.02,68.2,0.881,Bronze
16325,middle_aged,155,0.269,1823.96,51.5,0.83,Silver
16326,adult,70,0.217,731.71,81.9,0.998,Silver
16327,young_adult,12,0.33,117.5,57.5,0.958,Silver
16328,young_adult,7,0.752,78.92,40.8,0.706,Bronze
16329,adult,87,0.281,1200.03,81.5,0.792,Silver
16330,adult,116,0.947,1455.3,37.3,0.735,Bronze
16331,middle_aged,128,0.283,1906.55,180.0,0.737,Silver
16332,adult,126,0.2,1247.02,47.4,0.882,Silver
16333,adult,178,0.158,3482.93,85.8,0.805,Silver
16334,adult,1,0.795,89.64,122.6,0.771,Bronze
16335,adult,144,0.854,1613.76,44.8,0.878,Bronze
16336,young_adult,51,0.378,675.72,106.1,0.888,Silver
16337,middle_aged,175,0.175,1902.14,148.7,0.703,Silver
16338,adult,124,0.279,1288.64,53.3,0.761,Silver
16339,adult,118,0.275,1434.67,46.8,0.852,Silver
16340,adult,41,0.354,462.79,104.3,0.708,Bronze
16341,adult,122,0.316,1166.76,28.0,0.776,Silver
16342,young_adult,4,0.369,104.4,23.3,0.907,Bronze
16343,young_adult,4,0.358,73.15,49.1,0.782,Bronze
16344,adult,86,0.338,1371.94,38.9,0.871,Silver
16345,young_adult,53,0.301,495.18,35.3,0.972,Silver
16346,adult,139,0.155,1639.71,104.8,0.998,Gold
16347,adult,128,0.278,1546.16,69.6,0.737,Silver
16348,adult,154,0.79,1479.12,96.1,0.783,Bronze
16349,adult,141,0.91,1359.93,67.6,0.909,Bronze
16350,adult,179,0.222,1718.64,67.6,0.762,Silver
16351,middle_aged,91,0.298,1720.02,70.4,0.836,Silver
16352,middle_aged,69,0.301,651.72,100.3,0.82,Silver
16353,adult,1,0.336,169.91,85.3,0.955,Silver
16354,adult,158,0.206,2989.85,45.7,0.88,Silver
16355,adult,89,0.282,1395.01,62.4,0.746,Bronze
16356,adult,178,0.912,1708.82,41.8,0.949,Bronze
16357,adult,22,0.31,349.23,70.5,0.929,Silver
16358,young_adult,45,0.38,528.98,91.0,0.704,Bronze
