PaymentMethodKey,CardID,CustomerKey,CardNetwork,CardSubtype,CardExpiryDate,IssuingCountry,IsActive
15503,14003,12173,Mastercard,credit,2029-03-01,GB,1
15504,14004,12174,Visa,credit,2029-12-01,GB,1
15505,14005,12175,PayPal,digital_wallet,,GB,1
15506,14006,12176,Visa,credit,2029-07-01,GB,1
15507,14007,12176,Visa,credit,2027-11-01,GB,1
15508,14008,12177,Mastercard,credit,2029-01-01,GB,1
15509,14009,12178,Mastercard,credit,2028-09-01,GB,1
15510,14010,12178,Mastercard,credit,2028-11-01,GB,1
15511,14011,12179,Visa,credit,2028-01-01,GB,1
15512,14012,12179,Mastercard,credit,2030-06-01,GB,1
15513,14013,12180,Mastercard,credit,2030-12-01,GB,1
15514,14014,12180,Visa,credit,2030-04-01,GB,0
15515,14015,12181,Mastercard,credit,2030-08-01,GB,1
15516,14016,12181,Visa,credit,2028-12-01,GB,1
15517,14017,12182,Visa,credit,2028-09-01,GB,0
15518,14018,12183,PayPal,digital_wallet,,GB,1
15519,14019,12183,Visa,credit,2028-07-01,GB,1
15520,14020,12183,Visa,credit,2029-12-01,GB,1
15521,14021,12184,Visa,credit,2029-07-01,GB,1
15522,14022,12185,JCB,credit,2029-04-01,GB,1
15523,14023,12185,Visa,credit,2030-08-01,GB,1
15524,14024,12186,American Express,credit,2029-09-01,GB,1
15525,14025,12187,Discover,credit,2028-06-01,GB,1
15526,14026,12188,Visa,credit,2028-08-01,GB,0
15527,14027,12189,Debit Card,debit,2030-01-01,GB,1
15528,14028,12190,Visa,credit,2030-05-01,GB,1
15529,14029,12191,Visa,credit,2029-11-01,GB,1
15530,14030,12191,Visa,credit,2031-03-01,GB,1
15531,14031,12192,Debit Card,debit,2030-12-01,GB,1
15532,14032,12193,Visa,credit,2029-10-01,GB,1
15533,14033,12194,Visa,credit,2028-06-01,GB,1
15534,14034,12194,Mastercard,credit,2028-01-01,GB,1
15535,14035,12195,American Express,credit,2028-12-01,GB,1
15536,14036,12196,PayPal,digital_wallet,,GB,1
15537,14037,12196,Mastercard,credit,2030-02-01,GB,1
15538,14038,12197,Visa,credit,2031-02-01,GB,1
15539,14039,12198,Visa,credit,2029-10-01,GB,1
15540,14040,12199,JCB,credit,2030-07-01,GB,1
15541,14041,12200,Mastercard,credit,2029-02-01,GB,1
15542,14042,12200,American Express,credit,2029-12-01,GB,1
15543,14043,12201,Visa,credit,2030-02-01,GB,1
15544,14044,12202,American Express,credit,2027-05-01,GB,1
15545,14045,12203,Visa,credit,2028-12-01,GB,0
15546,14046,12204,American Express,credit,2030-04-01,GB,1
15547,14047,12205,Visa,credit,2029-08-01,GB,1
15548,14048,12206,Visa,credit,2028-02-01,GB,1
15549,14049,12207,Mastercard,credit,2026-11-01,GB,1
15550,14050,12208,PayPal,digital_wallet,,GB,1
15551,14051,12209,Visa,credit,2028-12-01,GB,1
15552,14052,12210,JCB,credit,2029-04-01,GB,1
15553,14053,12211,Mastercard,credit,2028-06-01,GB,1
15554,14054,12212,Mastercard,credit,2029-06-01,GB,1
15555,14055,12213,Discover,credit,2029-11-01,GB,1
15556,14056,12213,Mastercard,credit,2030-01-01,GB,1
15557,14057,12213,PayPal,digital_wallet,,GB,1
15558,14058,12214,American Express,credit,2026-12-01,GB,1
15559,14059,12215,Visa,credit,2028-01-01,GB,1
15560,14060,12215,Visa,credit,2029-01-01,GB,1
15561,14061,12216,Mastercard,credit,2029-11-01,GB,1
15562,14062,12217,Mastercard,credit,2029-10-01,GB,1
15563,14063,12218,Visa,credit,2029-10-01,GB,1
15564,14064,12218,Mastercard,credit,2028-12-01,GB,1
15565,14065,12219,Visa,credit,2029-01-01,GB,1
15566,14066,12219,Visa,credit,2028-08-01,GB,1
15567,14067,12220,Visa,credit,2030-02-01,GB,1
15568,14068,12221,Visa,credit,2028-05-01,GB,1
15569,14069,12222,PayPal,digital_wallet,,GB,1
15570,14070,12223,PayPal,digital_wallet,,GB,1
15571,14071,12224,PayPal,digital_wallet,,GB,1
15572,14072,12225,Visa,credit,2030-03-01,GB,1
15573,14073,12225,Discover,credit,2029-07-01,GB,1
15574,14074,12226,Mastercard,credit,2029-04-01,GB,1
15575,14075,12227,Mastercard,credit,2028-09-01,GB,1
15576,14076,12228,Debit Card,debit,2027-12-01,GB,1
15577,14077,12229,Debit Card,debit,2028-09-01,GB,1
15578,14078,12230,Visa,credit,2029-01-01,GB,1
15579,14079,12231,Visa,credit,2026-12-01,GB,1
15580,14080,12232,Mastercard,credit,2029-02-01,GB,1
15581,14081,12232,PayPal,digital_wallet,,GB,1
15582,14082,12233,PayPal,digital_wallet,,GB,1
15583,14083,12234,Visa,credit,2030-04-01,GB,1
15584,14084,12235,Mastercard,credit,2029-11-01,GB,1
15585,14085,12236,Visa,credit,2028-11-01,GB,1
15586,14086,12237,Visa,credit,2029-05-01,GB,1
15587,14087,12238,American Express,credit,2028-10-01,GB,1
15588,14088,12239,PayPal,digital_wallet,,GB,1
15589,14089,12239,American Express,credit,2029-06-01,GB,1
15590,14090,12240,Debit Card,debit,2030-11-01,GB,1
15591,14091,12240,Debit Card,debit,2030-04-01,GB,1
15592,14092,12241,JCB,credit,2029-11-01,GB,1
15593,14093,12242,Visa,credit,2028-11-01,GB,1
15594,14094,12243,Mastercard,credit,2030-01-01,GB,1
15595,14095,12244,Visa,credit,2027-08-01,GB,1
15596,14096,12244,Visa,credit,2029-01-01,GB,1
15597,14097,12245,PayPal,digital_wallet,,GB,1
15598,14098,12246,Mastercard,credit,2029-12-01,GB,1
15599,14099,12247,Mastercard,credit,2030-01-01,GB,1
15600,14100,12248,Visa,credit,2030-01-01,GB,1
15601,14101,12248,Mastercard,credit,2029-08-01,GB,1
15602,14102,12249,Debit Card,debit,2029-02-01,GB,1
15603,14103,12249,Debit Card,debit,2029-11-01,GB,1
15604,14104,12250,Mastercard,credit,2028-05-01,GB,1
15605,14105,12250,PayPal,digital_wallet,,GB,1
15606,14106,12251,PayPal,digital_wallet,,GB,1
15607,14107,12252,Visa,credit,2028-06-01,GB,1
15608,14108,12253,Visa,credit,2029-05-01,GB,1
15609,14109,12253,Visa,credit,2029-07-01,GB,1
15610,14110,12254,PayPal,digital_wallet,,GB,1
15611,14111,12255,Mastercard,credit,2027-07-01,GB,1
15612,14112,12256,Visa,credit,2029-10-01,GB,1
15613,14113,12257,Mastercard,credit,2030-02-01,GB,1
15614,14114,12257,Debit Card,debit,2029-04-01,GB,1
15615,14115,12258,Debit Card,debit,2031-09-01,GB,1
15616,14116,12259,American Express,credit,2028-08-01,GB,1
15617,14117,12260,PayPal,digital_wallet,,GB,1
15618,14118,12261,Visa,credit,2028-12-01,GB,1
15619,14119,12261,Visa,credit,2028-12-01,GB,1
15620,14120,12262,Visa,credit,2029-04-01,GB,1
15621,14121,12263,American Express,credit,2029-01-01,GB,1
15622,14122,12263,Visa,credit,2027-12-01,GB,1
15623,14123,12264,Mastercard,credit,2028-10-01,GB,1
15624,14124,12265,JCB,credit,2029-03-01,GB,1
15625,14125,12266,JCB,credit,2030-07-01,GB,1
15626,14126,12267,PayPal,digital_wallet,,GB,1
15627,14127,12268,Mastercard,credit,2031-07-01,GB,1
15628,14128,12269,PayPal,digital_wallet,,GB,1
15629,14129,12269,Mastercard,credit,2030-09-01,GB,1
15630,14130,12270,Mastercard,credit,2028-07-01,GB,1
15631,14131,12270,Mastercard,credit,2028-08-01,GB,1
15632,14132,12271,PayPal,digital_wallet,,GB,1
15633,14133,12272,American Express,credit,2029-03-01,GB,1
15634,14134,12273,Visa,credit,2031-02-01,GB,1
15635,14135,12274,Visa,credit,2029-03-01,GB,1
15636,14136,12275,Mastercard,credit,2028-01-01,GB,1
15637,14137,12275,JCB,credit,2028-10-01,GB,1
15638,14138,12276,Debit Card,debit,2030-02-01,GB,1
15639,14139,12277,Mastercard,credit,2030-01-01,GB,1
15640,14140,12278,Visa,credit,2029-02-01,GB,1
15641,14141,12278,Visa,credit,2030-01-01,GB,1
15642,14142,12279,PayPal,digital_wallet,,GB,1
15643,14143,12279,Mastercard,credit,2027-01-01,GB,1
15644,14144,12279,Visa,credit,2029-06-01,GB,1
15645,14145,12280,Mastercard,credit,2030-03-01,GB,1
15646,14146,12281,Debit Card,debit,2028-07-01,GB,1
15647,14147,12281,PayPal,digital_wallet,,GB,1
15648,14148,12282,Visa,credit,2028-06-01,GB,1
15649,14149,12283,Visa,credit,2027-06-01,GB,1
15650,14150,12284,PayPal,digital_wallet,,GB,1
15651,14151,12285,Debit Card,debit,2030-12-01,GB,1
15652,14152,12286,JCB,credit,2028-08-01,GB,1
15653,14153,12286,Mastercard,credit,2029-07-01,GB,0
15654,14154,12287,Mastercard,credit,2029-12-01,GB,1
15655,14155,12288,Visa,credit,2030-11-01,GB,1
15656,14156,12288,Visa,credit,2029-03-01,GB,1
15657,14157,12289,Mastercard,credit,2028-10-01,GB,1
15658,14158,12289,Mastercard,credit,2029-07-01,GB,1
15659,14159,12290,Visa,credit,2030-08-01,GB,1
15660,14160,12291,Mastercard,credit,2029-02-01,GB,1
15661,14161,12291,PayPal,digital_wallet,,GB,1
15662,14162,12292,Visa,credit,2028-05-01,GB,1
15663,14163,12293,Mastercard,credit,2027-10-01,GB,1
15664,14164,12294,Visa,credit,2028-02-01,GB,1
15665,14165,12295,Mastercard,credit,2030-03-01,GB,1
15666,14166,12296,Debit Card,debit,2029-01-01,GB,1
15667,14167,12297,Mastercard,credit,2028-09-01,GB,1
15668,14168,12298,Visa,credit,2028-08-01,GB,1
15669,14169,12299,Mastercard,credit,2029-06-01,GB,1
15670,14170,12300,Visa,credit,2029-02-01,GB,1
15671,14171,12301,PayPal,digital_wallet,,GB,1
15672,14172,12301,Visa,credit,2029-01-01,GB,1
15673,14173,12302,Visa,credit,2030-09-01,GB,1
15674,14174,12303,American Express,credit,2030-11-01,GB,1
15675,14175,12304,Debit Card,debit,2027-09-01,GB,1
15676,14176,12305,Debit Card,debit,2029-08-01,GB,1
15677,14177,12306,Visa,credit,2028-07-01,GB,1
15678,14178,12307,Visa,credit,2029-02-01,GB,1
15679,14179,12307,Mastercard,credit,2029-08-01,GB,1
15680,14180,12308,Mastercard,credit,2029-02-01,GB,1
15681,14181,12309,Visa,credit,2029-07-01,GB,1
15682,14182,12310,Visa,credit,2030-01-01,GB,1
15683,14183,12311,Visa,credit,2029-08-01,GB,1
15684,14184,12312,Mastercard,credit,2028-09-01,GB,1
15685,14185,12313,Mastercard,credit,2028-09-01,GB,1
15686,14186,12314,Visa,credit,2027-11-01,GB,0
15687,14187,12315,Visa,credit,2028-06-01,GB,1
15688,14188,12316,Visa,credit,2031-04-01,GB,1
15689,14189,12317,Mastercard,credit,2028-07-01,GB,1
15690,14190,12318,Mastercard,credit,2028-02-01,GB,1
15691,14191,12319,Visa,credit,2029-08-01,GB,1
15692,14192,12320,Mastercard,credit,2029-03-01,GB,1
15693,14193,12321,JCB,credit,2029-02-01,GB,1
15694,14194,12321,PayPal,digital_wallet,,GB,1
15695,14195,12322,Mastercard,credit,2030-09-01,GB,1
15696,14196,12323,Visa,credit,2029-11-01,GB,0
15697,14197,12323,Visa,credit,2028-10-01,GB,1
15698,14198,12324,Mastercard,credit,2028-11-01,GB,1
15699,14199,12324,Visa,credit,2028-10-01,GB,1
15700,14200,12325,Mastercard,credit,2030-03-01,GB,1
15701,14201,12326,Visa,credit,2029-01-01,GB,1
15702,14202,12327,Visa,credit,2027-07-01,GB,1
15703,14203,12328,Mastercard,credit,2029-04-01,GB,1
15704,14204,12329,American Express,credit,2027-10-01,GB,1
15705,14205,12330,American Express,credit,2031-07-01,GB,1
15706,14206,12331,Visa,credit,2028-05-01,GB,1
15707,14207,12332,PayPal,digital_wallet,,GB,1
15708,14208,12332,Mastercard,credit,2029-03-01,GB,1
15709,14209,12333,Debit Card,debit,2029-08-01,GB,1
15710,14210,12334,Visa,credit,2029-01-01,GB,1
15711,14211,12334,Visa,credit,2029-01-01,GB,0
15712,14212,12335,Visa,credit,2029-10-01,GB,1
15713,14213,12336,JCB,credit,2030-11-01,GB,1
15714,14214,12337,Mastercard,credit,2030-02-01,GB,1
15715,14215,12338,Visa,credit,2030-10-01,GB,1
15716,14216,12338,Visa,credit,2028-04-01,GB,1
15717,14217,12339,Visa,credit,2029-08-01,GB,1
15718,14218,12340,PayPal,digital_wallet,,GB,1
15719,14219,12341,Visa,credit,2029-06-01,GB,1
15720,14220,12341,Visa,credit,2029-09-01,GB,1
15721,14221,12342,PayPal,digital_wallet,,GB,1
15722,14222,12343,Mastercard,credit,2030-09-01,GB,1
15723,14223,12344,Visa,credit,2029-02-01,GB,1
15724,14224,12345,Visa,credit,2028-12-01,GB,1
15725,14225,12345,PayPal,digital_wallet,,GB,1
15726,14226,12346,Mastercard,credit,2029-11-01,GB,1
15727,14227,12347,Mastercard,credit,2027-07-01,GB,1
15728,14228,12348,Mastercard,credit,2029-02-01,GB,1
15729,14229,12348,American Express,credit,2029-03-01,GB,1
15730,14230,12349,Mastercard,credit,2028-05-01,GB,1
15731,14231,12349,Mastercard,credit,2030-05-01,GB,1
15732,14232,12350,Debit Card,debit,2028-04-01,GB,1
15733,14233,12351,Visa,credit,2029-03-01,GB,1
15734,14234,12352,Debit Card,debit,2029-08-01,GB,1
15735,14235,12353,Visa,credit,2030-09-01,GB,1
15736,14236,12354,American Express,credit,2029-04-01,GB,1
15737,14237,12355,Mastercard,credit,2030-04-01,GB,1
15738,14238,12355,Visa,credit,2030-01-01,GB,1
15739,14239,12355,JCB,credit,2029-06-01,GB,1
15740,14240,12356,PayPal,digital_wallet,,GB,1
15741,14241,12356,American Express,credit,2028-03-01,GB,1
15742,14242,12357,Visa,credit,2027-11-01,GB,1
15743,14243,12358,Mastercard,credit,2029-06-01,GB,1
15744,14244,12358,Visa,credit,2028-10-01,GB,1
15745,14245,12359,Visa,credit,2030-04-01,GB,0
15746,14246,12359,Mastercard,credit,2030-01-01,GB,1
15747,14247,12360,Visa,credit,2029-02-01,GB,1
15748,14248,12361,Visa,credit,2028-03-01,GB,1
15749,14249,12362,Visa,credit,2029-11-01,GB,1
15750,14250,12363,Mastercard,credit,2028-04-01,GB,1
15751,14251,12364,PayPal,digital_wallet,,GB,1
15752,14252,12365,Visa,credit,2028-07-01,GB,1
15753,14253,12366,Visa,credit,2028-05-01,GB,0
15754,14254,12367,Visa,credit,2029-03-01,GB,0
15755,14255,12367,Visa,credit,2030-07-01,GB,1
15756,14256,12368,Visa,credit,2029-04-01,GB,1
15757,14257,12368,PayPal,digital_wallet,,GB,1
15758,14258,12368,Visa,credit,2028-11-01,GB,1
15759,14259,12369,JCB,credit,2027-10-01,GB,1
15760,14260,12369,PayPal,digital_wallet,,GB,1
15761,14261,12370,Mastercard,credit,2029-11-01,GB,1
15762,14262,12371,Visa,credit,2028-07-01,GB,1
15763,14263,12371,Mastercard,credit,2029-06-01,GB,1
15764,14264,12372,Debit Card,debit,2028-12-01,GB,1
15765,14265,12373,Visa,credit,2030-03-01,GB,1
15766,14266,12373,Visa,credit,2029-03-01,GB,1
15767,14267,12374,Visa,credit,2029-04-01,GB,1
15768,14268,12375,Mastercard,credit,2029-10-01,GB,1
15769,14269,12375,Visa,credit,2031-06-01,GB,1
15770,14270,12376,PayPal,digital_wallet,,GB,1
15771,14271,12376,PayPal,digital_wallet,,GB,1
15772,14272,12377,Visa,credit,2030-03-01,GB,1
15773,14273,12377,PayPal,digital_wallet,,GB,1
15774,14274,12378,PayPal,digital_wallet,,GB,1
15775,14275,12379,Visa,credit,2029-03-01,GB,1
15776,14276,12379,Visa,credit,2029-05-01,GB,1
15777,14277,12380,Discover,credit,2028-10-01,GB,1
15778,14278,12380,PayPal,digital_wallet,,GB,1
15779,14279,12381,Visa,credit,2028-05-01,GB,1
15780,14280,12382,Mastercard,credit,2028-10-01,GB,1
15781,14281,12382,Visa,credit,2028-07-01,GB,1
15782,14282,12383,Visa,credit,2029-12-01,GB,1
15783,14283,12384,Visa,credit,2028-04-01,GB,1
15784,14284,12384,Visa,credit,2030-08-01,GB,1
15785,14285,12385,Visa,credit,2030-02-01,GB,1
15786,14286,12386,Mastercard,credit,2029-05-01,GB,1
15787,14287,12386,Visa,credit,2029-05-01,GB,1
15788,14288,12387,Visa,credit,2028-10-01,GB,1
15789,14289,12388,Mastercard,credit,2029-08-01,GB,1
15790,14290,12388,Mastercard,credit,2030-06-01,GB,1
15791,14291,12389,PayPal,digital_wallet,,GB,1
15792,14292,12389,Visa,credit,2028-08-01,GB,1
15793,14293,12390,American Express,credit,2027-10-01,GB,1
15794,14294,12391,Visa,credit,2030-01-01,GB,1
15795,14295,12392,Visa,credit,2029-08-01,GB,1
15796,14296,12392,Visa,credit,2028-03-01,GB,1
15797,14297,12393,Debit Card,debit,2028-08-01,GB,1
15798,14298,12394,Mastercard,credit,2028-06-01,GB,0
15799,14299,12394,Visa,credit,2028-08-01,GB,1
15800,14300,12394,Discover,credit,2029-01-01,GB,1
15801,14301,12395,Visa,credit,2029-01-01,GB,1
15802,14302,12395,Visa,credit,2028-09-01,GB,1
15803,14303,12396,Visa,credit,2028-07-01,GB,1
15804,14304,12397,American Express,credit,2029-02-01,GB,1
15805,14305,12398,Debit Card,debit,2029-07-01,GB,1
15806,14306,12399,Visa,credit,2029-01-01,GB,1
15807,14307,12400,Visa,credit,2030-06-01,GB,1
15808,14308,12400,Mastercard,credit,2029-11-01,GB,1
15809,14309,12401,Mastercard,credit,2027-09-01,GB,1
15810,14310,12402,Visa,credit,2029-11-01,GB,1
15811,14311,12403,Mastercard,credit,2029-12-01,GB,1
15812,14312,12404,Visa,credit,2028-11-01,GB,1
15813,14313,12405,Visa,credit,2027-11-01,GB,1
15814,14314,12406,American Express,credit,2029-05-01,GB,1
15815,14315,12407,Visa,credit,2029-04-01,GB,1
15816,14316,12408,JCB,credit,2028-03-01,GB,1
15817,14317,12409,Visa,credit,2027-11-01,GB,1
15818,14318,12410,Mastercard,credit,2029-03-01,GB,1
15819,14319,12411,Visa,credit,2029-02-01,GB,1
15820,14320,12411,Visa,credit,2028-11-01,GB,1
15821,14321,12412,Visa,credit,2029-03-01,GB,1
15822,14322,12412,JCB,credit,2028-03-01,GB,1
15823,14323,12413,Visa,credit,2028-11-01,GB,1
15824,14324,12414,Mastercard,credit,2029-11-01,GB,1
15825,14325,12415,Visa,credit,2028-12-01,GB,1
15826,14326,12416,American Express,credit,2027-08-01,GB,1
15827,14327,12417,Discover,credit,2028-11-01,GB,1
15828,14328,12418,Visa,credit,2028-04-01,GB,1
15829,14329,12419,Mastercard,credit,2029-08-01,GB,0
15830,14330,12420,Visa,credit,2029-08-01,GB,1
15831,14331,12421,Mastercard,credit,2027-09-01,GB,1
15832,14332,12421,Visa,credit,2030-02-01,GB,1
15833,14333,12422,Mastercard,credit,2028-03-01,GB,0
15834,14334,12422,Mastercard,credit,2030-11-01,GB,1
15835,14335,12423,Discover,credit,2029-04-01,GB,0
15836,14336,12424,Visa,credit,2028-02-01,GB,0
15837,14337,12424,Visa,credit,2028-03-01,GB,1
15838,14338,12425,Visa,credit,2029-09-01,GB,1
15839,14339,12426,Mastercard,credit,2028-12-01,GB,1
15840,14340,12426,Visa,credit,2029-03-01,GB,1
15841,14341,12427,JCB,credit,2030-12-01,GB,1
15842,14342,12428,Visa,credit,2028-08-01,GB,1
15843,14343,12428,JCB,credit,2029-05-01,GB,1
15844,14344,12429,Mastercard,credit,2030-10-01,GB,1
15845,14345,12430,Discover,credit,2029-08-01,GB,1
15846,14346,12431,Visa,credit,2027-09-01,GB,1
15847,14347,12432,Visa,credit,2029-11-01,GB,1
15848,14348,12433,Debit Card,debit,2028-03-01,GB,1
15849,14349,12434,Mastercard,credit,2030-09-01,GB,1
15850,14350,12434,Mastercard,credit,2028-07-01,GB,1
15851,14351,12435,American Express,credit,2032-04-01,GB,1
15852,14352,12436,Visa,credit,2030-10-01,GB,1
15853,14353,12437,Visa,credit,2028-07-01,GB,1
15854,14354,12437,Mastercard,credit,2029-05-01,GB,1
15855,14355,12438,Visa,credit,2030-02-01,GB,1
15856,14356,12439,Mastercard,credit,2030-02-01,GB,1
15857,14357,12440,Visa,credit,2029-10-01,GB,1
15858,14358,12440,Visa,credit,2030-08-01,GB,1
15859,14359,12441,Visa,credit,2029-03-01,GB,1
15860,14360,12441,Visa,credit,2028-12-01,GB,1
15861,14361,12441,Mastercard,credit,2028-12-01,GB,0
15862,14362,12442,Visa,credit,2030-03-01,GB,1
15863,14363,12443,Visa,credit,2029-09-01,GB,0
15864,14364,12443,Visa,credit,2029-08-01,GB,1
15865,14365,12443,Mastercard,credit,2030-02-01,GB,1
15866,14366,12444,Debit Card,debit,2027-04-01,GB,1
15867,14367,12445,JCB,credit,2029-08-01,GB,1
15868,14368,12445,Mastercard,credit,2029-07-01,GB,1
15869,14369,12446,American Express,credit,2031-01-01,GB,1
15870,14370,12447,Visa,credit,2027-10-01,GB,1
15871,14371,12447,PayPal,digital_wallet,,GB,1
15872,14372,12448,Visa,credit,2030-11-01,GB,1
15873,14373,12448,Visa,credit,2029-05-01,GB,1
15874,14374,12449,Mastercard,credit,2029-10-01,GB,1
15875,14375,12449,Visa,credit,2031-01-01,GB,1
15876,14376,12450,American Express,credit,2029-11-01,GB,1
15877,14377,12450,Discover,credit,2029-09-01,GB,1
15878,14378,12451,Mastercard,credit,2029-07-01,GB,1
15879,14379,12451,Mastercard,credit,2028-11-01,GB,1
15880,14380,12452,Visa,credit,2029-04-01,GB,1
15881,14381,12452,Mastercard,credit,2028-08-01,GB,1
15882,14382,12453,Visa,credit,2029-04-01,GB,1
15883,14383,12454,Debit Card,debit,2026-12-01,GB,1
15884,14384,12455,Visa,credit,2029-10-01,GB,1
15885,14385,12456,Visa,credit,2029-03-01,GB,1
15886,14386,12457,American Express,credit,2028-12-01,GB,1
15887,14387,12458,Visa,credit,2029-07-01,GB,1
15888,14388,12458,American Express,credit,2027-11-01,GB,1
15889,14389,12459,Mastercard,credit,2031-04-01,GB,1
15890,14390,12460,Visa,credit,2029-03-01,GB,1
15891,14391,12461,Mastercard,credit,2029-03-01,GB,1
15892,14392,12461,Mastercard,credit,2028-05-01,GB,1
15893,14393,12462,Mastercard,credit,2029-05-01,GB,1
15894,14394,12463,Mastercard,credit,2030-09-01,GB,0
15895,14395,12464,Visa,credit,2030-05-01,GB,1
15896,14396,12465,Visa,credit,2030-03-01,GB,1
15897,14397,12466,Visa,credit,2029-11-01,GB,1
15898,14398,12467,JCB,credit,2028-12-01,GB,1
15899,14399,12467,Mastercard,credit,2027-11-01,GB,1
15900,14400,12468,Mastercard,credit,2029-02-01,GB,1
15901,14401,12469,Visa,credit,2029-02-01,GB,1
15902,14402,12469,Visa,credit,2030-05-01,GB,1
15903,14403,12470,Mastercard,credit,2029-08-01,GB,1
15904,14404,12471,Visa,credit,2030-12-01,GB,1
15905,14405,12472,Visa,credit,2030-07-01,GB,1
15906,14406,12473,Debit Card,debit,2028-11-01,GB,1
15907,14407,12473,Mastercard,credit,2027-07-01,GB,1
15908,14408,12474,Mastercard,credit,2030-09-01,GB,1
15909,14409,12475,Visa,credit,2030-09-01,GB,1
15910,14410,12475,JCB,credit,2027-12-01,GB,1
15911,14411,12476,PayPal,digital_wallet,,GB,1
15912,14412,12477,Mastercard,credit,2030-11-01,GB,1
15913,14413,12477,Mastercard,credit,2029-09-01,GB,1
15914,14414,12478,Visa,credit,2029-06-01,GB,1
15915,14415,12479,Debit Card,debit,2030-12-01,GB,1
15916,14416,12480,PayPal,digital_wallet,,GB,1
15917,14417,12480,Debit Card,debit,2030-09-01,GB,1
15918,14418,12481,Mastercard,credit,2029-12-01,GB,1
15919,14419,12482,Mastercard,credit,2029-10-01,GB,1
15920,14420,12483,PayPal,digital_wallet,,GB,1
15921,14421,12484,Visa,credit,2029-12-01,GB,0
15922,14422,12484,JCB,credit,2028-12-01,GB,1
15923,14423,12485,Mastercard,credit,2029-04-01,GB,1
15924,14424,12486,American Express,credit,2028-06-01,GB,0
15925,14425,12487,American Express,credit,2029-01-01,GB,1
15926,14426,12487,American Express,credit,2028-12-01,GB,1
15927,14427,12487,Debit Card,debit,2028-09-01,GB,1
15928,14428,12488,Visa,credit,2029-06-01,GB,1
15929,14429,12488,PayPal,digital_wallet,,GB,1
15930,14430,12489,PayPal,digital_wallet,,GB,1
15931,14431,12490,American Express,credit,2029-01-01,GB,1
15932,14432,12490,Visa,credit,2029-11-01,GB,1
15933,14433,12491,American Express,credit,2027-09-01,GB,1
15934,14434,12492,Mastercard,credit,2029-03-01,GB,1
15935,14435,12493,Debit Card,debit,2029-06-01,GB,1
15936,14436,12494,Mastercard,credit,2029-01-01,GB,1
15937,14437,12495,Visa,credit,2029-02-01,GB,1
15938,14438,12496,Visa,credit,2027-09-01,GB,0
15939,14439,12497,Mastercard,credit,2029-09-01,GB,1
15940,14440,12498,American Express,credit,2029-12-01,GB,1
15941,14441,12498,Visa,credit,2029-10-01,GB,1
15942,14442,12499,Visa,credit,2030-05-01,GB,1
15943,14443,12500,Debit Card,debit,2029-07-01,GB,1
15944,14444,12501,PayPal,digital_wallet,,GB,1
15945,14445,12502,Mastercard,credit,2029-10-01,GB,1
15946,14446,12503,American Express,credit,2029-06-01,GB,1
15947,14447,12504,American Express,credit,2030-01-01,GB,1
15948,14448,12505,Visa,credit,2027-10-01,GB,1
15949,14449,12506,Debit Card,debit,2028-06-01,GB,1
15950,14450,12507,Visa,credit,2030-12-01,GB,1
15951,14451,12507,JCB,credit,2026-11-01,GB,1
15952,14452,12508,Visa,credit,2029-03-01,GB,1
15953,14453,12509,Visa,credit,2030-07-01,GB,1
15954,14454,12510,Visa,credit,2029-03-01,GB,1
15955,14455,12511,Mastercard,credit,2028-12-01,GB,1
15956,14456,12512,PayPal,digital_wallet,,GB,1
15957,14457,12512,Visa,credit,2029-06-01,GB,1
15958,14458,12513,Visa,credit,2028-12-01,GB,1
15959,14459,12514,Visa,credit,2029-05-01,GB,1
15960,14460,12515,JCB,credit,2028-08-01,GB,1
15961,14461,12516,American Express,credit,2030-06-01,GB,1
15962,14462,12517,Mastercard,credit,2030-10-01,GB,1
15963,14463,12518,American Express,credit,2029-03-01,GB,1
15964,14464,12519,Mastercard,credit,2027-12-01,GB,1
15965,14465,12519,Mastercard,credit,2028-10-01,GB,1
15966,14466,12520,Visa,credit,2029-02-01,GB,1
15967,14467,12521,JCB,credit,2029-11-01,GB,1
15968,14468,12522,American Express,credit,2028-04-01,GB,1
15969,14469,12523,Visa,credit,2028-07-01,GB,1
15970,14470,12524,PayPal,digital_wallet,,GB,1
15971,14471,12525,Visa,credit,2029-11-01,GB,1
15972,14472,12525,Mastercard,credit,2030-04-01,GB,1
15973,14473,12526,Visa,credit,2028-09-01,GB,1
15974,14474,12527,Visa,credit,2028-01-01,GB,1
15975,14475,12528,Debit Card,debit,2032-05-01,GB,1
15976,14476,12529,American Express,credit,2030-02-01,GB,0
15977,14477,12529,Visa,credit,2029-01-01,GB,1
15978,14478,12529,PayPal,digital_wallet,,GB,1
15979,14479,12530,Mastercard,credit,2030-03-01,GB,1
15980,14480,12531,Debit Card,debit,2029-03-01,GB,0
15981,14481,12532,Visa,credit,2030-03-01,GB,1
15982,14482,12532,American Express,credit,2029-06-01,GB,1
15983,14483,12533,Visa,credit,2029-06-01,GB,1
15984,14484,12534,Visa,credit,2029-03-01,GB,1
15985,14485,12534,Discover,credit,2027-11-01,GB,1
15986,14486,12535,Debit Card,debit,2031-04-01,GB,1
15987,14487,12535,Visa,credit,2028-05-01,GB,1
15988,14488,12536,Visa,credit,2027-12-01,GB,1
15989,14489,12536,Discover,credit,2029-02-01,GB,1
15990,14490,12537,Mastercard,credit,2028-05-01,GB,1
